year,VAcorp,NOScorp,Pcorpnipa,NMINT,KGCcorp,INVcorp,KTCcorp,Rcorp,Profshcorp,rcorp,VAcorpnipa,KNCcorpbea,Rcorpnipa,Profshcorpnipa,rcorpnipa,uK,uFRB,Rcorpn,Profshcorpn,rcorpn,IGCcorpbea,DEPCcorp,pIGcorpbea,GOSRcorp,ECcorp,WEQ2,VAcorp_check,Pcorp,rcorp_sectoral,exploit_rate,pKN,GVAcorp,Py,real_Y_gro,real_Y_net,real_K_gro,real_K_net,R_gross,R_net,R_net_Knet,g_real_Y_gro_pct,g_real_Y_net_pct,g_real_K_gro_pct,g_real_K_net_pct,g_real_Y_gro_log,g_real_Y_net_log,g_real_K_gro_log,g_real_K_net_log
1983,1888.7,344.0999999999999,224.8,119.29999999999988,4822.675106371553,673.2874813221468,5495.9625876937,0.3582903151007794,0.1821888071160057,0.0652764851094288,1876.3,3415.3,0.5653890194660398,0.1198102648830144,0.067739408184174,0.858657002449036,0.749042,0.4172682620404591,0.18494261853671,0.0771706850140245,323.7,240.7,96.60380648721808,605.3591688205129,1367.1,145.716558326528,1888.7,224.8,0.0678047897689569,0.2517006802721088,58.8547592076622,2129.4,51.98106400192422,4096.491753076033,3633.438515090966,9277.75373392324,6570.277206856662,0.44153917753794153,0.39162911835066694,0.5530114484818317,3.3526315587371514,3.7935655773874144,0.04854691142008871,-0.958513757741597,3.297656240610536,3.723379416516792,0.048535131219473726,-0.9631370679562323
1984,2133.2,423.69999999999993,282.0,141.59999999999994,5136.971843292613,745.4861043802233,5882.457947672836,0.3881394689215244,0.1986217888618038,0.0770929556450637,2118.4,3618.4,0.620267619242819,0.133119335347432,0.0825696132111381,0.924870848655701,0.804315,0.4196688321247067,0.185784535394395,0.077967978995797,383.6,253.2,96.12175770110431,704.2110092335765,1513.9,174.4225190712178,2133.2,282.0,0.0826591628561378,0.2798731752427504,60.077116450416256,2386.4,53.85826427306321,4430.889172181397,3960.7663351061665,9537.94540657306,6718.374698550607,0.46455384082276846,0.4152641020965176,0.5895423391554278,8.163019463038502,9.008761773611717,2.8044684102624284,2.254052409529872,7.846934255002225,8.625807625463722,2.7658633114208797,2.2290240516518622
1985,2276.8,445.3,294.4,150.79999999999993,5450.733993443455,816.6092674480941,6267.343260891549,0.3870490907462801,0.1955815179198875,0.0756996486776697,2254.8,3819.3,0.623148352863144,0.1305659038495653,0.0813619279239442,0.935598075389862,0.7922939999999999,0.413691627769753,0.186721608806746,0.0772451662870498,412.5,272.0,96.45351576081312,743.6742915403637,1622.4,185.0835726210352,2276.8,294.4,0.0814542235010928,0.2744699211045364,61.05802134566461,2548.8,55.56162945794066,4587.338465171192,4097.791987406533,9810.248631332131,6873.988465171192,0.46760674857108875,0.4177052123142871,0.5961301809232058,3.530878045247343,3.4595742517260497,2.8549463553378507,2.316241257787488,3.4699720824646008,3.4010763478539374,2.8149521860019178,2.2898235441475734
1986,2372.4,432.3999999999999,274.7,157.7999999999999,5739.714132823804,863.7334582791135,6603.447591102918,0.3785335988861281,0.1822626875737649,0.0689925510699552,2350.8,3989.7,0.6155054591155447,0.1168538369916624,0.0719241745869661,0.929214417934418,0.78649,0.4073694849974273,0.187680986934448,0.0764555069912949,402.3,290.1,97.35662461954324,742.1169363907533,1720.4,204.5789705277931,2372.4,274.7,0.0719939196980815,0.2513368983957219,61.97276323539892,2662.5,56.6877309601382,4696.783510125361,4185.03256316297,10125.143546246134,7038.030862102218,0.4638732763316407,0.4133306894907735,0.5946311752763366,2.385807059695222,2.128965453213527,3.209856617785256,2.3864223479889146,2.3577914078378726,2.106619584546543,3.15941723608546,2.358392356799932
1987,2552.3,478.9,319.8,159.10000000000002,6092.1964278163705,1001.083527467324,7093.279955283695,0.386510222847655,0.1876346824432864,0.0725227229251036,2526.1,4197.6,0.633155375090859,0.1265983136059538,0.0801564027370479,0.948412120342255,0.812016,0.4075340398519733,0.188678601850119,0.076892952845601,403.3,306.7,97.9293220019646,802.2112110448794,1840.0,226.1087194184646,2552.3,319.8,0.0802227573750752,0.2602717391304348,63.6768926361342,2859.0,58.08278485994796,4922.28464405376,4394.245224560479,10488.815993424165,7226.926205624366,0.4692888737050708,0.4189457825664401,0.6080379264341529,4.8011822014419225,4.999068901853176,3.5917757167290842,2.683923205555905,4.689486638333484,4.878129652871621,3.528775571247955,2.648537736397927
1988,2780.9,548.5,369.6,178.90000000000006,6531.132870828345,1033.0372161461623,7564.170086974507,0.3920471231265223,0.1972383041461397,0.0773267097108481,2736.7,4462.9,0.6519677911187344,0.1350531662220923,0.0880503144654088,0.971393048763275,0.843358,0.4035926792204818,0.189676575757035,0.0765520773951484,433.2,329.1,100.28708590508435,875.0877464228994,1980.4,252.99116323404257,2780.9,369.6,0.0881132885138034,0.276964249646536,66.09172083346888,3110.0,60.13382021734852,5171.798480055271,4624.519097487364,10860.997766684583,7421.613966764845,0.4761807884648897,0.42579136805209383,0.6231150149006253,5.0690655670011076,5.240350985416775,3.5483678376448946,2.6939220852838286,4.944771524010605,5.107660527361979,3.4868639659215717,2.658274794181814
1989,2930.3,574.4,358.4,216.00000000000009,6967.269512947614,1085.42604844515,8052.695561392764,0.3873921350666047,0.1960208852335938,0.0759369492482878,2878.7,4728.2,0.645029017006879,0.1245006426511967,0.0803065271460261,0.967775762081146,0.838114,0.4002912143961327,0.190626244839967,0.0763060110427649,471.5,351.1,102.17910430165576,905.762490604454,2088.3,270.9997701393715,2930.3,358.4,0.0803569426694468,0.2750562658621845,68.25298332935563,3281.4,62.49207355738744,5250.90593607306,4689.074682902081,11149.045176984666,7566.0795535261295,0.4709735993278307,0.4205808307766022,0.6197495875808977,1.529592777500155,1.3959415899004846,2.6521265954372097,1.94655215709445,1.5180124458138877,1.386288059977936,2.6175674217320477,1.9278491501150796
1990,3064.9,579.8,358.4,221.5,7416.819551621183,1117.8659765449588,8534.685528166141,0.3806054726188986,0.1891741981793859,0.0720007351053663,3004.0,4993.1,0.6353369146821201,0.1193075898801597,0.0758005160526204,0.960640132427216,0.8250419999999999,0.396199846093496,0.191554179526118,0.0758937364468138,502.1,373.4,103.8481778936454,917.8784060864368,2200.6,284.26448362641656,3064.9,358.4,0.075837406631541,0.2634735981096064,70.19150403249778,3438.3,64.8404871755625,5302.70537710557,4726.830616959212,11438.562346916606,7700.5898898949545,0.4635814551061108,0.4132364254878047,0.6138270813722937,0.9864857924164028,0.8051894373702906,2.596788920809101,1.7778075873671861,0.9816517865129271,0.801965083759093,2.5636449190676203,1.7621894238756042
1991,3149.4,592.1,380.8,211.3,7670.814119372146,1136.620520775428,8807.434640147574,0.3690118387615291,0.1880040642662094,0.0693757254495146,3075.3,5105.1,0.6159099557389197,0.1238253178551685,0.0762652460395345,0.958979725837708,0.798462,0.3847962879915759,0.19254068779429,0.0740889419505877,482.4,392.4,105.1480612868466,936.2987657131011,2249.4,282.91216029199296,3149.4,380.8,0.0762881641157144,0.2632257490886459,70.50129743081519,3541.8,67.02271882448123,5284.476759701809,4699.003644193595,11445.095415273196,7616.969424008613,0.4617241331732199,0.41056919786993584,0.6169124992654405,-0.34376070528947533,-0.588702558238019,0.05711441838973652,-1.085896886887483,-0.34435291999255213,-0.5904422428201883,0.057098114313625103,-1.0918357797665479
1992,3310.0,608.6,423.1,185.50000000000003,8013.034801142843,1197.2066482062226,9210.241449349063,0.3758188547788688,0.1838670694864048,0.0691007114859273,3240.2,5275.6,0.6346986346986346,0.1305783593605333,0.0828779064073181,0.975646138191223,0.8057510000000001,0.3851999614077391,0.193642535828026,0.0745910973278523,495.3,402.3,104.1045789241972,971.0427826004444,2375.5,317.9531645822911,3310.0,423.1,0.0828860243701759,0.2561986950115765,71.61204535664628,3712.3,68.5511556206678,5415.371872856891,4828.51086904515,11689.131610681347,7695.858592366947,0.46328265034747396,0.4130769530076068,0.6274167867162028,2.476973958013362,2.7560571273780976,2.1322338220308046,1.0357028362182552,2.446794304199429,2.718761579555995,2.109819770219623,1.0303761816990331
1993,3471.4,641.1999999999999,466.8,174.5,8456.67930893906,1248.1807153567677,9704.860024295827,0.3769065142418543,0.1847093391715158,0.0696181531750524,3403.1,5523.9,0.6450640685419667,0.1371690517469366,0.0884828265979225,0.979155540466309,0.814481,0.3849301757127962,0.194871082932923,0.0750117601947129,545.4,420.4,104.06628375820377,1020.119064178951,2488.2,340.64730030456855,3471.4,466.8,0.0884895359417652,0.2576963266618439,73.28674601066925,3891.8,70.17798963549298,5545.613404165822,4946.565180950007,12050.32995795884,7871.271361136642,0.4602042785146419,0.4104920942586278,0.6284328101522476,2.405033936113088,2.444942449269094,3.0900357640548437,2.27931382397899,2.3765684941379206,2.415532143892918,3.0432554040841,2.2537255612810725
1994,3737.0,729.9000000000001,550.3,179.60000000000008,8977.803393596974,1497.3096862916916,10475.113079888666,0.3850648016194496,0.1953170992774953,0.075209740086175,3665.6,5823.9,0.6635891308676841,0.1501254910519423,0.0996216441282427,1.01144421100616,0.835745,0.3807079000792308,0.1961402630563,0.0746721476691519,600.7,445.2,104.4240530381152,1125.31544774563,2634.8,357.413675551788,3737.0,550.3,0.0996324660981659,0.2770229239410961,75.25846850921079,4182.2,71.67362735879999,5835.061171194533,5213.912198544778,12525.950931231462,8125.582888173651,0.465837779760556,0.4162488123392468,0.6416662374010543,5.219400378888284,5.404700187199918,3.9469539417755994,3.2308824758937815,5.087751156128917,5.263704293134808,3.871052477716397,3.1797871090800456
1995,3980.3,825.2,623.2,202.0,9530.43269703201,1398.7712255896906,10929.203922621702,0.3799768049895175,0.2073210562017938,0.0787771925426098,3880.7,6154.2,0.66634042480125,0.1605895843533383,0.1070073318566596,1.01938092708588,0.8390529999999999,0.3727525156623865,0.197262299316146,0.07353001831544,674.8,477.2,104.79843456111482,1242.7666552981625,2776.0,372.177239585785,3980.3,623.2,0.1070146818923327,0.2972622478386167,76.96389881566103,4457.5,73.17801150154158,6091.3106389972045,5439.202184273825,13023.628958312487,8409.903294339114,0.4677122373875181,0.4176410585470641,0.6467615612102304,4.391547239773197,4.320939385820988,3.973175608090118,3.499077051804811,4.297852104632227,4.230191699845065,3.8962753039145426,3.439250930370541
1996,4212.7,907.1,699.5,207.6,10053.447802744928,1462.14304339995,11515.590846144878,0.3854535087665795,0.2153250884231015,0.0829978108581585,4119.0,6469.9,0.6692990153066198,0.1698227725176013,0.1136622144226707,1.04219925403595,0.833554,0.3698462719810041,0.198041012199887,0.0732447300614727,735.2,506.3,103.11019505475652,1370.7664884635471,2914.9,415.624920318725,4212.7,699.5,0.1136419021006287,0.3111942090637757,78.02560351514525,4719.0,74.51512037259748,6332.942866365396,5653.483452667409,13491.822535446145,8682.667313222606,0.46939120713508403,0.4190303747187897,0.6511228921621663,3.96683475344759,3.939571671248565,3.594954821212304,3.243366889451571,3.890176569348114,3.8639502660570813,3.531844401452666,3.1918800587931173
1997,4521.5,990.8,777.3,213.50000000000009,10645.467618064264,1528.9685730887372,12174.436191153003,0.3926415987168979,0.2191308194183346,0.0860398752645587,4438.0,6830.5,0.6859456869503393,0.1751464623704371,0.1201409604476112,1.07182896137238,0.8405029999999999,0.3663285961354841,0.198380599201788,0.0726724864061071,800.0,541.2,101.36898458895944,1511.3103936199998,3123.9,442.5738979544756,4521.5,777.3,0.1201056892981859,0.3171676430103397,79.23793749955475,5062.7,75.80631054162204,6678.467747378743,5964.543014552114,14042.983416557765,9010.463576445474,0.47557328448485614,0.4247347474269218,0.6619573969694752,5.455992392548636,5.502086713244769,4.085147723101112,3.775294519504113,5.31235461836399,5.356054600488491,4.003910628498986,3.70577460053223
1998,4781.7,966.4,709.7,256.6999999999999,11273.091065707426,1584.0415359713077,12857.132601678732,0.392765621743929,0.2021038542777673,0.0793794459822517,4721.0,7217.6,0.6911646292365127,0.150328320271129,0.1039016177439426,1.09457731246948,0.826825,0.3588285790958054,0.198357847694114,0.0711764646405811,871.0,578.6,98.74132897521376,1564.6943544661312,3396.8,511.616931912821,4781.7,709.7,0.1038772851685426,0.2845030617051342,80.2989833852433,5360.3,76.64268690005031,6993.883195914524,6238.951416507373,14708.632384468277,9417.20637927591,0.4754951387118616,0.42416937573988556,0.6625055420084238,4.722871479907642,4.600660960710079,4.740082275719715,4.514116275811997,4.614735578677376,4.497968455881107,4.631168838633037,4.415196027281709
1999,5082.7,1012.6000000000004,734.8,277.9000000000004,11967.66739653786,1689.702679262337,13657.370075800198,0.3953214264381438,0.1992248214531647,0.0787578405987496,4998.7,7641.6,0.6925709377078253,0.1469982195370796,0.101806694746176,1.10842335224152,0.816545,0.3566520189589123,0.198256739057113,0.0707086662569295,946.3,624.9,97.20732787317762,1684.5437847405692,3628.6,560.3269442178117,5082.7,734.8,0.1017841312056737,0.2790607947968914,81.42724909889219,5707.599999999999,77.71630988564058,7344.146947273645,6540.068625851103,15399.170925830447,9832.685071183387,0.47691833428218083,0.42470264518467316,0.6651355737018425,5.008144138920256,4.826407343820893,4.6947841465624585,4.41191023297316,4.886772438937115,4.713553262918069,4.587911351818619,4.317356564482644
2000,5424.499999999999,1007.2999999999998,673.6,333.59999999999985,12840.56665694134,1816.044686363544,14656.611343304883,0.3971848144916123,0.1856945340584385,0.0737550490621073,5331.299999999999,8175.4,0.6976680276381908,0.126348170239904,0.0881490787269681,1.11509871482849,0.813751,0.3561880300011844,0.198398676194093,0.0706672336284168,1037.8,682.1,97.14211528657756,1739.1015163877437,3950.7,641.5149170252795,5424.499999999999,673.6,0.0880373269901846,0.2549674741185106,83.30241753164165,6106.599999999999,79.49292633328233,7681.941377271037,6823.877607999007,16153.09342507525,10284.43709031894,0.47557091233967463,0.42245020371181424,0.6635149350490495,4.599505326112663,4.339541347105813,4.895864218119561,4.594391215269367,4.496863643568538,4.248021584324313,4.779790268955431,4.491974293612344
2001,5414.999999999999,966.3,614.5,351.79999999999984,13620.733166343192,1786.6163472184146,15407.349513561609,0.3694578421412233,0.1784487534626039,0.0659292913870848,5304.4,8595.6,0.6488245223475304,0.1158472211748737,0.0751645179440761,1.06325256824493,0.760084,0.3474789087517306,0.199114494617789,0.0691880873064416,991.7,725.1,96.71208367018076,1748.9024492205303,3986.2,692.6827946834177,5414.999999999999,614.5,0.0749308002780182,0.242411319050725,84.99694900398005,6140.099999999999,81.3253012048193,7550.048888888886,6658.444444444442,16748.45707861459,10569.404444444443,0.4507907118518536,0.39755569203722857,0.6299734748010609,-1.7169161010833545,-2.4243278244123645,3.685756268920759,2.7708600054907384,-1.7318260124559615,-2.4541984135634465,3.619456464378601,2.733166386814112
2002,5482.400000000001,1009.5,714.3,295.3000000000001,14281.23387252014,1874.073582251186,16155.307454771326,0.3558301831975948,0.1841346855391799,0.0655206788884379,5366.8,8907.7,0.6243659546744846,0.1330960721472758,0.0831006561496579,1.03907012939453,0.7491030000000001,0.3424505941720588,0.200608043078997,0.0686983435480965,885.1,749.3,96.2999096232257,1826.377622659587,3980.7,679.8322276677316,5482.400000000001,714.3,0.082719566425792,0.253598613309217,86.73381282582554,6231.700000000001,82.54433341350885,7549.518837086093,6641.764217218543,17301.289236873206,10791.413088741721,0.43635585381673486,0.38388839850520196,0.6154675168674293,-0.007020508219124366,-0.2505123736493142,3.3007945487976142,2.100483953132981,-0.007020754668296547,-0.25082668092490934,3.2474881771014097,2.078727916280343
2003,5707.3,1084.5,812.0,272.4,14892.479153434091,1978.6162598011,16871.095413235194,0.3532770896486034,0.1900197992045275,0.0671296416385874,5585.2,9185.8,0.6270080941208167,0.1453842297500537,0.0911570888108041,1.04768621921539,0.759452,0.3371974195796637,0.202876025382332,0.0684092722535007,891.8,768.3,96.10331842538598,1927.9251022309936,4105.5,688.8938135231316,5707.3,812.0,0.0906664880134883,0.2641578370478626,88.23161187820936,6475.6,84.19740668663766,7690.97321975796,6778.474806523658,17687.574640939107,10909.837204591491,0.4348235060988336,0.3832337075109446,0.6213176859935989,1.8736873928572706,2.0583475238506344,2.232697221445412,1.0973921105227324,1.8563501002638816,2.0374498294341237,2.2081374287282074,1.0914144557490957
2004,6127.4,1307.8000000000002,1041.9,265.9000000000001,16199.66010837774,2187.029189209532,18386.68929758727,0.3631892209674257,0.2134347357770017,0.0775171954142376,5965.0,9909.5,0.6493718565612141,0.1746689019279128,0.1134250691284373,1.03787088394165,0.779868,0.349936804844257,0.205750064901623,0.0719995203081724,960.0,803.1,97.21161957365192,2171.4482376262504,4265.9,715.3362120841025,6127.4,1041.9,0.1134176608900113,0.306570711924799,93.69818893542455,6930.5,86.44632978374479,8017.113065803284,7088.097337768277,18739.557999631692,11463.181866471055,0.42781761800149465,0.3782425037937174,0.618335940259347,4.240553655907653,4.567731533746144,5.947583996381822,5.071979091004986,4.153105817191083,4.4664824107444545,5.777429522300892,4.947544446367402
2005,6606.5,1511.3000000000002,1216.6,294.70000000000016,17723.462355358093,2394.0856296596257,20117.54798501772,0.3593088398392045,0.2287595549837281,0.082195330303336,6435.0,10768.3,0.6493768605883243,0.189059829059829,0.122771078258237,1.03080022335052,0.798989,0.3485727221432924,0.208933024756873,0.0728283531851351,1065.2,855.8,100.0,2367.1000000000004,4498.5,705.3272803275531,6606.5,1216.6,0.122771078258237,0.3359564299210848,100.0,7462.3,89.1446001793016,8371.006191054368,7410.992911193691,19881.700427967466,12079.58752222917,0.4210407566185297,0.37275448033452374,0.6135137394017626,4.414221457853729,4.5554618967334815,6.09482053076289,5.377264907233603,4.319570104389747,4.454748048022417,5.916304157657848,5.237672388451742
2006,7031.200000000001,1654.1,1351.5,302.6,19265.16196987102,2578.091141691955,21843.25311156297,0.3495058147859965,0.2352514506769825,0.0822217499484464,6897.400000000001,11679.9,0.6405282170816193,0.1959433989619276,0.1255072759859959,1.0236576795578,0.8019970000000001,0.3414284108501742,0.212204267419069,0.0724525658005181,1193.0,918.4,103.5913119382049,2483.316362992456,4743.4,723.7641857126449,7031.200000000001,1351.5,0.1255072759859959,0.3487161108065944,105.84073849688174,7949.6,91.91830844248136,8648.549059162166,7649.4009943621095,20959.004029024698,12706.8265266313,0.4126412231795642,0.3649696800367505,0.6019914554062964,3.315525777586825,3.2169519796507062,5.418568723336148,5.192553166636427,3.261747678762106,3.166291693832868,5.276860844807452,5.062232442058523
2007,7147.100000000001,1551.4000000000003,1159.8,391.7000000000003,20353.55816995345,2676.214530237791,23029.77270019124,0.3271994314902025,0.2170670621650739,0.0710242193356606,6992.200000000001,12317.8,0.5986523857224806,0.1658705414604845,0.0992987953663986,0.986203849315643,0.8054859999999999,0.3317766724569734,0.215541825111632,0.0715117495108401,1295.3,976.4,105.7331465364208,2390.735623411411,4944.1,734.7659385966354,7147.100000000001,1159.8,0.0992987953663986,0.3137881515341518,108.69286489676855,8123.500000000001,94.40885137646777,8604.59573605707,7570.37067583843,21558.951171634264,13047.293575134332,0.39911940370171556,0.35114744755296745,0.5802253649190604,-0.5082161505291061,-1.0331569567594623,2.862479256069328,2.679402664303887,-0.5095119610171395,-1.0385310706459094,2.822275727711876,2.6441352548607355
2008,6975.3,1288.4999999999998,841.8,446.69999999999976,21776.88577520748,2675.8930681927864,24452.77884340026,0.3028818430301779,0.1847232377102059,0.0559493146881688,6970.5,13138.0,0.5658883891604021,0.1207660856466537,0.068340125671792,0.925367593765259,0.7761709999999999,0.3273097578420397,0.219154687383788,0.0717314676575355,1311.5,1028.5,107.97749489168886,2145.817517181853,5025.9,825.9123928626207,6975.3,841.8,0.068340125671792,0.256371993075867,113.4656961622613,8003.8,96.18546782410952,8321.215440399194,7251.927092308216,22640.51552468403,13659.028018686698,0.36753648260910454,0.3203075073269306,0.5309255594458822,-3.2933597852876195,-4.206446383749174,5.016776300661663,4.6885926190717075,-3.3488117688749597,-4.297479329361131,4.894992569889567,4.581997293512607
2009,6762.9,1416.8,989.5,427.19999999999993,21294.719040537588,2562.064159856566,23856.783200394155,0.2765697936954633,0.2094959263038046,0.0579402451178832,6629.5,12701.7,0.5046049627036079,0.1492571083792141,0.0753158776069417,0.899437546730042,0.686643,0.3074919372678504,0.22326742553365,0.0686529332061475,1049.8,1030.4,106.52787343717426,2297.2391366126885,4709.6,677.1568942464602,6762.9,989.5,0.0753158776069417,0.3008323424494649,109.52547149964856,7793.299999999999,96.81958323311396,8049.301329087479,6985.053822961481,21994.227127859012,13118.936867780072,0.3659733657515895,0.3175857820488656,0.5324405394553484,-3.267721083047337,-3.680032437581937,-2.854565728065672,-3.954096515269878,-3.3223034503778948,-3.7494541196551268,-2.8961007955235374,-4.034394750366843
2010,7205.5,1738.6,1300.9,437.7000000000001,21982.08196158393,2726.997261674907,24709.079223258843,0.3020314993632902,0.241287905072514,0.0728765477472786,7060.2,12994.6,0.5558468551453742,0.1842582363105861,0.1024193611878725,0.929295063018799,0.738467,0.3250114106731032,0.227760063985492,0.074024619690921,1063.9,1026.5,105.99042500094215,2608.820560890685,4807.9,702.9835422014145,7205.5,1300.9,0.1024193611878725,0.361613178310697,111.72330165912992,8232.0,97.97957711062034,8401.750898257047,7354.0835881184585,22435.371339443365,13262.559793791426,0.37448682132958616,0.3277896976543165,0.5544995613562557,4.378635545621012,5.283134167755321,2.0057272711600627,1.09477564728655,4.285482815113539,5.148305097630512,1.9858775437098686,1.0888263602106818
2011,7614.3,1862.4,1388.1,474.3,23023.968602353023,2937.530680167656,25961.49928252068,0.3081579823837629,0.2445924116465072,0.0753731040793664,7431.5,13530.8,0.5718914010435103,0.1867859786045885,0.1068212949994613,0.941526174545288,0.7630089999999999,0.3272962459408932,0.232374952908252,0.0760554497375627,1182.4,1061.9,108.16755694676988,2703.490845632273,5057.8,733.3709996586977,7614.3,1388.1,0.1068212949994613,0.368223338210289,115.2873632496994,8676.2,100.0,8676.2,7614.3,23023.968602353023,13530.8,0.3768333839333547,0.33071188253886985,0.5627383451089367,3.2665703264290746,3.5383934485318846,2.623523604776934,2.022537205330033,3.214352039936408,3.477230912549345,2.589699536946455,2.0023555883094346
