year,VAcorp,NOScorp,Pcorpnipa,NMINT,KGCcorp,INVcorp,KTCcorp,Rcorp,Profshcorp,rcorp,VAcorpnipa,KNCcorpbea,Rcorpnipa,Profshcorpnipa,rcorpnipa,uK,uFRB,Rcorpn,Profshcorpn,rcorpn,IGCcorpbea,DEPCcorp,pIGcorpbea,GOSRcorp,ECcorp,WEQ2,VAcorp_check,Pcorp,rcorp_sectoral,exploit_rate,pKN,GVAcorp,Py,real_Y_A,real_K_A,Y_K_ratio_A,real_Y_B,real_K_B,Y_K_ratio_B,g_Y_pct_A,g_K_pct_A,g_Y_log_A,g_K_log_A,g_Y_pct_B,g_K_pct_B,g_Y_log_B,g_K_log_B
1957,239.7,50.5,44.5,6.000000000000001,426.5861093605473,61.55584121263325,488.14195057318057,0.5318682177461707,0.2106800166875261,0.112054004990328,235.6,386.9,0.6531743831438868,0.1888794567062818,0.1233712226226781,0.843951225280762,,0.6302120333663015,0.218427615734215,0.1376557118552128,34.9,21.3,35.39736411550324,202.8399622234957,166.5,30.074447867298563,239.7,44.5,0.1236111111111111,0.3033033033033033,17.34134558121361,261.0,16.117464413005926,15.050735179555444,24.599366142768105,0.6118342680947559,15.050735179555444,426.5861093605473,0.03528182200333832,0.01254233054505205,0.052471852199200475,0.012464327070359715,0.05114154246305036,0.01254233054505205,0.08865374418502814,0.012464327070359715,0.08494183580208592
1958,233.50000000000003,46.4,39.9,6.499999999999999,442.5900830932797,64.38519516355932,506.975278256839,0.4783444646087522,0.1987152034261241,0.0950543175924886,229.1,394.4,0.5921426725252004,0.1741597555652553,0.1031274231067459,0.798105180263519,,0.5993501563926851,0.217830668543038,0.1305568452583929,30.2,22.7,35.74767783321535,193.29926917880792,164.0,33.240445316331524,233.50000000000003,39.9,0.1033411033411033,0.2829268292682926,17.339403814644832,256.20000000000005,16.49356044869132,14.775594520938139,25.525103851579306,0.5788652068510167,14.775594520938139,442.5900830932797,0.03338437774671976,-0.018280878331514927,0.037632583841326284,-0.018450038355311893,0.03694175661234844,-0.018280878331514927,0.037516396763885185,-0.018450038355311893,0.03682977710760138
1959,263.5,57.7,51.1,6.6,469.2512596112735,71.88719080210795,541.1384504133814,0.5197492092829586,0.2189753320683111,0.113812255694978,258.2,411.6,0.6546653144016227,0.1979085979860573,0.1295638945233266,0.861047804355621,,0.603624103857882,0.217780789004854,0.1314577336005175,32.7,23.7,36.59370650021059,222.44262138226296,180.3,30.727640017286085,263.5,51.1,0.1298602287166455,0.3200221852468108,17.69761255001583,287.2,16.7111276321256,16.228177624995137,26.514947046394333,0.6120388472434058,16.228177624995137,469.2512596112735,0.034583130663172895,0.09830962145033006,0.038779203429324394,0.09377229008548227,0.038046180803712915,0.09830962145033006,0.06023898306003095,0.09377229008548227,0.05849433842966523
1960,275.79999999999995,57.2,50.0,7.299999999999999,484.9322528829036,75.13160245469801,560.0638553376016,0.5096662412166673,0.2073966642494561,0.1057030783088954,269.9,419.9,0.6557337220602526,0.1852537977028529,0.1214771622934888,0.880931198596954,,0.5785539688325321,0.218167608504783,0.1262217357711443,35.6,24.0,36.59362072866615,221.89659941573032,190.7,32.21911092646448,275.79999999999995,50.0,0.1217730150998538,0.2999475616151023,17.550672647731936,299.79999999999995,16.939627839853063,17.08196637345082,27.630408396089088,0.6182306873129194,17.08196637345082,484.9322528829036,0.03522546968550593,0.05261149885004035,0.04206915245740395,0.05127421811313804,0.04120830625137639,0.05261149885004035,0.033417050994429154,0.05127421811313804,0.0328708366326671
1961,283.40000000000003,58.900000000000006,50.9,8.100000000000009,503.27763471608745,79.95142420211542,583.2290589182029,0.5060137291473112,0.207833450952717,0.1051665795581391,277.5,430.3,0.6608716361038343,0.1834234234234234,0.1212193379376042,0.882777214050293,,0.5732066042185848,0.218892950537896,0.125470884865214,35.2,24.7,36.45789659811367,229.305604,195.6,34.41015659229209,283.40000000000003,50.9,0.1215377268385864,0.3011247443762782,17.543961999809294,308.1,17.120022740690533,17.561597545830818,28.686657821167085,0.6121869496024944,17.561597545830818,503.27763471608745,0.0348944525534853,0.028078217805501238,0.03822778910598745,0.02769125149791396,0.03751521067383479,0.028078217805501238,0.03783081394178511,0.02769125149791396,0.03713277911004553
1962,309.9,67.7,58.6,9.1,525.4492389980019,85.59891331410986,611.0481523121117,0.5313521253121632,0.2184575669570829,0.1160778924931702,303.5,444.2,0.7053218684638624,0.1930807248764415,0.1361840576342086,0.939095973968506,,0.5658123770531498,0.219750962514216,0.1243378144598861,38.3,25.6,36.37767004499661,256.4760191749348,211.0,34.86042433234423,309.9,58.6,0.1365649032859473,0.3208530805687204,17.589420133427467,335.5,17.32775020226095,19.073965909905446,29.87302793452652,0.6385012577804415,19.073965909905446,525.4492389980019,0.03630030171188045,0.08611792635196047,0.041356163578039506,0.08260980341758373,0.04052386711961553,0.08611792635196047,0.044054419971239156,0.08260980341758373,0.043111614511145646
1963,330.0,74.2,64.3,10.000000000000004,548.4317201515985,92.28682901402844,640.7185491656269,0.5400556384162706,0.2248484848484848,0.1214306920317796,322.8,458.3,0.7266996848266547,0.1991945477075588,0.144754615038271,0.97143566608429,,0.5559355676049584,0.22042486233839,0.1225420209583376,40.4,26.7,36.43688138247444,276.91722280198024,222.7,34.9292543554007,330.0,64.3,0.1451794987581847,0.3331836551414459,17.617396713583393,356.7,17.52563794196751,20.247032282867117,31.130122632065486,0.6504000167995395,20.247032282867117,548.4317201515985,0.03691805477128565,0.061500915882023,0.042081261407252546,0.0596838649794762,0.04121992628586968,0.061500915882023,0.043738727640795005,0.0596838649794762,0.04280919725950305
1964,356.9,82.1,71.1,11.099999999999998,584.416740608418,98.7398099442203,683.1565505526382,0.5570308530395625,0.2300364247688428,0.1281373859191596,349.5,483.9,0.7626009164302858,0.2034334763948497,0.1551385555313113,1.00164115428925,,0.5561181773075443,0.220585358289919,0.1226715273929213,46.1,28.2,36.670274194378734,300.7885880954447,239.2,36.1899629390912,356.9,71.1,0.1555798687089715,0.3432274247491638,17.920503791927498,385.1,17.793497037150416,21.489351218656747,32.61162450531527,0.6589475852438527,21.489351218656747,584.416740608418,0.03677059489480889,0.061358075516127375,0.04759062117293955,0.059549291400458504,0.04649288093182902,0.061358075516127375,0.06561440400798202,0.059549291400458504,0.06355153798738833
1965,392.1,94.4,81.8,12.6,629.5138499735924,110.6759004119418,740.1897503855342,0.5739533635194033,0.2407549094618719,0.1381820900694508,384.0,517.4,0.7935523868567886,0.2130208333333333,0.1690431907418888,1.0422728061676,,0.5506747946632219,0.219946910024922,0.121119219514784,55.1,30.5,37.02746967846716,337.3171353176044,259.9,38.26191220368743,392.1,81.8,0.1695688225538971,0.3632166217776068,18.25063185026104,422.6,18.11820785865786,23.155362700166215,34.49271538314376,0.6713116796679338,23.155362700166215,629.5138499735924,0.03678292812959963,0.07752730478261527,0.05768160606417805,0.0746688835402276,0.05607934869689801,0.07752730478261527,0.07716601225047937,0.0746688835402276,0.07433352951776317
1966,429.4,102.0,88.0,13.999999999999996,689.3389442732511,124.34313597668942,813.6820802499404,0.5801215158360993,0.2375407545412202,0.1378025025973034,420.7000000000001,563.4,0.8131039814456901,0.2091751842167815,0.1700811751063007,1.06474781036377,,0.5448440562069824,0.218318123616617,0.118949332014775,63.8,33.5,37.528104903640994,361.0627297805643,288.5,41.55317928286852,429.4,88.0,0.1706418460345161,0.3535528596187175,18.782393828615053,462.9,18.62659348829073,24.645420824621937,36.701335866093935,0.6715129093540787,24.645420824621937,689.3389442732511,0.03575225370533047,0.06435045495724512,0.06403150515744849,0.06236471164724566,0.062065000591466024,0.06435045495724512,0.09503380156317176,0.06236471164724566,0.09078523179948927
1967,451.3,101.5,85.4,16.099999999999998,753.3311352268145,137.24580548411166,890.5769407109261,0.5546392269833118,0.2249058276091291,0.1247415943691693,442.5,610.8,0.7854100106496273,0.1929943502824858,0.1515796947106851,1.04273521900177,0.86997,0.531908021208182,0.215716136037976,0.1147411430626348,64.9,36.9,38.37954352589141,360.60877041602464,308.4,44.52220721178262,451.3,85.4,0.1520926090828139,0.329118028534371,19.41006921345632,488.2,19.166684888373823,25.15189382537328,38.81135749400401,0.6480549882662313,25.15189382537328,753.3311352268145,0.03338756709929491,0.020550389638522626,0.05749168465171284,0.020342079450524686,0.05589976869387048,0.020550389638522626,0.09283124286707523,0.020342079450524686,0.0887717991649799
1968,499.4,110.3,91.6,18.6,835.8512661760232,150.87303700128405,986.7243031773072,0.5607600839084617,0.2208650380456548,0.1238522972669269,488.5,672.6,0.7997707924034054,0.1875127942681678,0.1499672560576293,1.05709373950958,0.8734090000000001,0.5304733752075916,0.212349903025802,0.1126459697831019,71.0,40.7,39.64676984029342,380.8633101971832,341.3,48.1840341880342,499.4,91.6,0.1505093657574761,0.3231760914151772,20.38348487760849,540.1,19.98228850064505,26.496941187584003,41.00629853996243,0.6461675920776312,26.496941187584003,835.8512661760232,0.03170054561119008,0.05347698155650771,0.05655409106206921,0.05209610452791891,0.05501275511839454,0.05347698155650771,0.10954031645640572,0.05209610452791891,0.10394580023046185
1969,542.6,111.0,87.9,23.20000000000001,928.3262407092184,171.15395912880993,1099.4801998380285,0.5499003097955506,0.2045705860670844,0.112493428653347,531.6,741.1,0.7903657448706513,0.1653498871331828,0.1306868867082961,1.04945170879364,0.874147,0.5239881980159612,0.20852021895652,0.1092621337809205,79.2,45.2,41.210638688722426,379.0283406666667,378.6,53.33211639871382,542.6,87.9,0.131154879140555,0.2931854199683043,21.39932738134292,587.8000000000001,20.96407408217261,27.468153065057344,43.381094375825235,0.6331825755037748,27.468153065057344,928.3262407092184,0.029588900820117236,0.03665373563679242,0.05791295289791787,0.03599796378297837,0.05629805490757711,0.03665373563679242,0.11063568158036485,0.03599796378297837,0.10493253751057097
1970,559.8,102.6,75.4,27.20000000000001,1032.4109896184032,180.5525721624072,1212.9635617808103,0.5091496873545042,0.1832797427652733,0.0933168237273528,547.8,815.7,0.7391715018216164,0.1376414749908726,0.1017406557819457,0.984412431716919,0.8124809999999999,0.5172117609958394,0.204613379176295,0.1058284461670809,81.4,50.1,43.14452019222909,353.92675435872235,400.2,57.81271951219511,559.8,75.4,0.1020988490182803,0.2563718140929535,22.6254833939936,609.9,22.069402838213108,26.956330142405285,45.63045003902449,0.5907531071762705,26.956330142405285,1032.4109896184032,0.02611007671699505,-0.018633321339073028,0.051851058521307,-0.018809108765057925,0.05055152493984583,-0.018633321339073028,0.1121208734007848,-0.018809108765057925,0.10626888902249654
1971,604.1,116.0,88.2,27.800000000000008,1145.856447448968,192.3602938159656,1338.2167412649335,0.4980363953498254,0.1920211885449429,0.0956335405737125,591.3000000000001,895.2,0.7248988598749541,0.1491628614916286,0.1081279882309672,0.973544180393219,0.7961499999999999,0.511570409828413,0.200976476841728,0.1028136186237933,84.6,54.9,45.08498231389687,379.0619209078014,425.3,61.12371918208375,604.1,88.2,0.1085004305572641,0.2727486480131672,23.98525659072224,659.0,23.190037828264057,27.475211595397667,47.77336623916702,0.575115671310432,27.475211595397667,1145.856447448968,0.0239778827937531,0.01924896490921535,0.046962416507175586,0.01906604717510163,0.04589303488038077,0.01924896490921535,0.1098840083758661,0.01906604717510163,0.10425551290537616
1972,671.5,131.7,101.9,29.799999999999983,1256.3166880969834,217.69574074296509,1474.0124288399484,0.5017871763921236,0.1961280714817572,0.0984145512000635,657.0,972.2,0.7339142091152815,0.1550989345509893,0.1138293118856121,1.00391101837158,0.8466809999999999,0.4998323229941838,0.197743471317657,0.0988385786256382,96.2,59.8,46.48292684029919,411.9792212266112,472.5,69.20973781337047,671.5,101.9,0.1142248626835556,0.2787301587301587,25.06482991703036,731.3,24.192596155948664,29.17634001191113,50.122689531732114,0.5820984525070211,29.17634001191113,1256.3166880969834,0.0232237144410668,0.06191502513481706,0.049176423549550874,0.060073905621108814,0.04800549787510233,0.06191502513481706,0.09639971995962848,0.060073905621108814,0.09203183002839133
1973,753.3000000000001,145.2,109.6,35.6,1429.5600183096158,255.4848400445016,1685.0448583541174,0.5110540354078623,0.1927518916766228,0.0985066320738372,735.7,1097.4,0.7567372968524995,0.1489737664809025,0.1127340053486936,1.00486552715302,0.883077,0.5085795279053686,0.194958557200502,0.0991519309821431,114.8,67.0,48.3830249758401,438.5835736933798,533.9,83.77466355866353,753.3000000000001,109.6,0.1130946238778247,0.2719610413935194,27.018276340196085,820.3000000000001,25.517678700282072,30.360930122681793,52.91085191037175,0.5738129141090308,30.360930122681793,1429.5600183096158,0.02123795414940472,0.040601052437936325,0.05562675117173188,0.0397984812496226,0.05413466747421225,0.040601052437936325,0.1378978181648245,0.0397984812496226,0.12918254095638826
1974,808.5,142.4,97.7,44.70000000000001,1763.5896893717152,305.8594920722974,2069.4491814440125,0.4798091848959496,0.1761286332714904,0.0845081359668314,791.1,1346.4,0.720885729907053,0.1234989255467071,0.0890286130854747,0.884328484535217,0.851318,0.5425689585789227,0.192649494373508,0.1045256355329902,131.2,78.9,53.22099894873923,415.8133149908537,587.4,87.89350167858709,808.5,97.7,0.0892971392011699,0.2424242424242424,31.740071490819343,887.4,27.807053987273964,27.95834912522727,55.56350715472789,0.5031782649603374,27.95834912522727,1763.5896893717152,0.015853091733138633,-0.07913397210646145,0.050134427033032836,-0.0824407170497925,0.04891818172058082,-0.07913397210646145,0.233659074669053,-0.0824407170497925,0.20998461070647867
1975,865.4,166.10000000000002,118.7,47.40000000000003,1983.040821726274,319.4743310918299,2302.515152818104,0.4181789085519579,0.191934365611278,0.0802629035249367,850.0,1495.4,0.6313131313131313,0.1396470588235294,0.0881610219845513,0.853546917438507,0.7581140000000001,0.4899307817863278,0.190822457147913,0.093489795612865,134.0,94.5,60.488518638164734,430.8255613910449,614.9,88.95773091603053,865.4,118.7,0.0883776338321793,0.2701252236135957,34.28987723496374,959.9,30.389434325323077,27.99368435828741,57.83166874987417,0.48405458399206786,27.99368435828741,1983.040821726274,0.014116544678045703,0.001263852629562301,0.0408210660430437,0.0012630546401175557,0.0400098882525306,0.001263852629562301,0.1244343475566243,0.0012630546401175557,0.1172801070370948
1976,977.4,190.7,145.1,45.70000000000002,2204.961979321552,356.5855886169328,2561.5475679384845,0.4244923204104592,0.195109474114999,0.0828224734011403,958.4,1643.8,0.640898756185636,0.15139816360601,0.0970308947438812,0.879995822906494,0.7977580000000001,0.4823799265414975,0.189318124891222,0.0913232631780017,148.6,104.7,63.922433301801696,462.1225831709288,695.2,96.24894097346184,977.4,145.1,0.0972324599611338,0.2743095512082854,36.65108401021321,1082.1,32.063280344608934,29.524365492121905,60.16089397811852,0.49075676140817304,29.524365492121905,2204.961979321552,0.013389965799413149,0.05467951678826943,0.04027594704760129,0.0532369452227468,0.0394860116581377,0.05467951678826943,0.11190952559518741,0.0532369452227468,0.10607883064350254
1977,1105.5,220.7,172.7,47.99999999999999,2477.822211640864,402.9218074965217,2880.7440191373857,0.4315750423052649,0.1996381727725011,0.0861588528600379,1087.1,1829.9,0.6613334955590704,0.1588630300800294,0.1050614429979316,0.901091992855072,0.8341580000000001,0.478946706581908,0.187987952399458,0.0900362106787969,177.4,118.1,68.10955936324764,497.4338450687712,784.8,104.93653932114884,1105.5,172.7,0.1052663659636718,0.2812181447502548,39.43790128914517,1223.6,34.05418406839701,31.025991749129457,62.8284500606237,0.49382074075028454,31.025991749129457,2477.822211640864,0.012521476158930473,0.050860576746627695,0.044340366409372445,0.04960942538484714,0.04338545779191261,0.050860576746627695,0.12374827089003548,0.04960942538484714,0.11666976810621144
1978,1263.6999999999998,253.1,195.6,57.500000000000014,2835.834184592631,448.6215129892695,3284.4556975819005,0.438671395863352,0.2002848777399699,0.0878592468885134,1241.9,2081.5,0.6786709656265368,0.1575006039133585,0.1068910869446417,0.911491215229034,0.85072,0.4812678263203286,0.186741213219735,0.0898725377706828,218.2,134.4,72.28603314312632,536.064829055912,901.8,121.55075451066158,1263.6999999999998,195.6,0.1071017905053934,0.2806609004213795,42.969623074481575,1398.1,36.449609691032734,32.53693888765553,65.99625460239962,0.49301190020065916,32.53693888765553,2835.834184592631,0.011473498367581558,0.048699398579852504,0.05041990592986578,0.04755072836692875,0.049189994635972845,0.048699398579852504,0.144486545995842,0.04755072836692875,0.1349561049860748
1979,1400.1,263.1,190.7,72.39999999999999,3283.947207948603,512.0243736088548,3795.971581557458,0.4262806775048874,0.1879151489179344,0.0801045969941689,1373.9,2399.7,0.6600528465049244,0.1388019506514302,0.0916166226279125,0.88534152507782,0.850005,0.4814872740408488,0.18560330137517,0.0893656276321127,259.5,155.3,77.99462855952306,536.4471986435453,1022.0,136.768343530964,1400.1,190.7,0.0917930204572803,0.2574363992172211,47.29885306076161,1555.4,39.47259090809701,32.88451832017753,69.42974291004352,0.4736373338265746,32.88451832017753,3283.947207948603,0.010013717102571705,0.01068261011652405,0.05202550248236437,0.010625954168846263,0.050717355925076646,0.01068261011652405,0.15801806247721206,0.010625954168846263,0.1467099770232947
1980,1504.4,255.7,166.0,89.69999999999999,3800.071121600247,555.6651749830419,4355.736296583289,0.3963148742496002,0.1699680935921297,0.0673608836384091,1483.2,2761.2,0.6180772596574573,0.1119201725997842,0.0691753135808642,0.834066033363342,0.807607,0.4751600693430404,0.184735198756684,0.0877787898513263,284.6,180.0,84.5720031414428,515.182310712579,1120.1,137.08687193841848,1504.4,166.0,0.0692965977875182,0.228283189000982,52.24623664119977,1684.4,43.04878315439617,32.23964266685065,72.73387263655327,0.443254861843397,32.23964266685065,3800.071121600247,0.008483957703737456,-0.01961031166849081,0.047589542867683354,-0.01980514520121046,0.046491851611988544,-0.01961031166849081,0.15716571581979033,-0.01980514520121046,0.1459736668401277
1981,1697.8,303.2999999999999,193.6,109.69999999999992,4326.983953050354,618.2344737387148,4945.218426789069,0.3897848456371847,0.1786429496996112,0.0696323145728343,1680.9,3125.3,0.6087570621468927,0.1151763935986673,0.0701144429957989,0.843342185020447,0.795681,0.4621906179491475,0.184320854241447,0.0851913695227691,324.4,208.3,92.6284286310064,552.3142382540075,1240.0,141.42489397321427,1697.8,193.6,0.070211068397766,0.2445967741935483,56.84126769809424,1906.1,47.11258828417117,33.533734858343195,76.12398752316054,0.4405146912218785,33.533734858343195,4326.983953050354,0.007749909688179736,0.04013978085505121,0.046609849905111744,0.0393551087901014,0.04555622624849942,0.04013978085505121,0.13865867626925343,0.0393551087901014,0.1298509699056538
1982,1751.1999999999998,296.1,173.1,123.0,4638.957776099302,632.4657606176995,5271.423536717001,0.3541198484810011,0.1690840566468707,0.0598760205203428,1735.9,3318.6,0.5554346782708859,0.0997177256754421,0.0553866828784436,0.820055425167084,0.7360720000000001,0.4318242860338985,0.184396864719059,0.079627044454197,327.1,231.6,97.67437988295008,540.2644998948334,1293.8,139.82551612243506,1751.1999999999998,173.1,0.0554452274183215,0.2288607203586335,58.61877544907526,1982.8,50.02514595587432,33.82533983028265,79.13774623506714,0.42742359290608817,33.82533983028265,4638.957776099302,0.007291581743760754,0.008695869194746297,0.03959013196713679,0.008658277893055732,0.03882653159618599,0.008695869194746297,0.07209960250234304,0.008658277893055732,0.06961897111452053
1983,1888.7,344.0999999999999,224.8,119.29999999999988,4822.675106371553,673.2874813221468,5495.9625876937,0.3582903151007794,0.1821888071160057,0.0652764851094288,1876.3,3415.3,0.5653890194660398,0.1198102648830144,0.067739408184174,0.858657002449036,0.749042,0.4172682620404591,0.18494261853671,0.0771706850140245,323.7,240.7,96.60380648721808,605.3591688205129,1367.1,145.716558326528,1888.7,224.8,0.0678047897689569,0.2517006802721088,58.8547592076622,2129.4,51.98106400192422,36.1805914877106,81.94197327960008,0.44153917753794153,36.1805914877106,4822.675106371553,0.007502183060167177,0.06962980029898702,0.03543475999687162,0.06731260757958557,0.034821396485674505,0.06962980029898702,0.03960314776280005,0.06731260757958557,0.03883905164017598
