"p","q","case","s","neg2logL","k_total","T_eff","logLik","AIC","BIC","HQ","AICc","ICOMP","ICOMP_Misspec","admissible","converged","rank_ok","stable","boundsJo_stat","boundsJo_cval","max_eig_mod","theta_hat","alpha_y","alpha_k","alpha_e","s_K","m","r","d","h","failed","error_msg","RICOMP","spec_idx","spec_id"
4,"d2","d2","h0",-406.32553832242,36,52,203.16276916121,-334.32553832242,-264.080764453489,-307.395349895599,-156.72553832242,-180.025324154114,NA,FALSE,TRUE,FALSE,TRUE,4.64265428759209,17.95,0.999999999999998,-2.22044604925031e-16,0.0200873708551414,0.121655021566833,0.252977038083506,NA,3,2,"d2","h0",FALSE,"",NA,86,"p4_d2_h0_r2"
4,"d2","d2","h1",-408.87844080584,36,52,204.43922040292,-336.87844080584,-266.633666936908,-309.948252379019,-159.27844080584,-187.268596974289,NA,FALSE,TRUE,FALSE,TRUE,25.9897059979846,31.52,1,0.823296088029166,-0.0370767458147106,0.126226056782763,-2.37058909715886,NA,3,1,"d2","h1",FALSE,"",NA,87,"p4_d2_h1_r1"
4,"d2","d2","h1",-415.285212855101,39,52,207.642606427551,-337.285212855101,-261.186707830425,-308.110842059379,-77.2852128551011,-162.176493407776,NA,FALSE,TRUE,FALSE,TRUE,7.83219958620308,17.95,0.999999999999998,8.88178419700125e-16,-0.00410931639919791,0.147040151049305,-1.03940036578235,NA,3,2,"d2","h1",FALSE,"",NA,88,"p4_d2_h1_r2"
4,"d2","d2","h2",-413.46960638707,42,52,206.734803193535,-329.46960638707,-247.51737020665,-298.051053222446,71.8637269462631,-158.126104902855,NA,TRUE,TRUE,TRUE,TRUE,37.2610816113699,31.52,1,0.953956590358527,-0.0865215228511905,0.0807630683381399,-5.40219429972474,NA,3,1,"d2","h2",FALSE,"",NA,89,"p4_d2_h2_r1"
4,"d2","d2","h2",-429.617689799611,45,52,214.808844899805,-339.617689799611,-251.811722463447,-305.954954266085,350.382310200389,-142.847942458011,NA,FALSE,TRUE,FALSE,TRUE,17.8999677065029,17.95,0.999999999999999,0,0.0027223916882016,0.185798496547658,-2.96782986215582,NA,3,2,"d2","h2",FALSE,"",NA,90,"p4_d2_h2_r2"
4,"d3","d3","h0",-404.541709985763,36,52,202.270854992882,-332.541709985763,-262.296936116832,-305.611521558942,-154.941709985763,-61.3983358976087,NA,FALSE,TRUE,FALSE,TRUE,19.2608072704948,31.52,1,0.0170589596261885,-0.155913071649173,0.249614107141799,0.195545145213737,NA,3,1,"d3","h0",FALSE,"",NA,91,"p4_d3_h0_r1"
4,"d3","d3","h0",-409.713436327215,39,52,204.856718163608,-331.713436327215,-255.61493130254,-302.539065531493,-71.7134363272152,-8.12672346553109,NA,FALSE,TRUE,FALSE,TRUE,4.64265428759209,17.95,1,3.46944695195361e-18,-0.271909332634934,0.187715466626708,2.68352616317864,NA,3,2,"d3","h0",FALSE,"",NA,92,"p4_d3_h0_r2"
4,"d3","d3","h1",-420.00427421318,39,52,210.00213710659,-342.00427421318,-265.905769188505,-312.829903417458,-82.0042742131804,-36.195292674574,NA,FALSE,TRUE,FALSE,TRUE,25.9897059979846,31.52,1,0.0441000849856805,-0.27093979403694,0.407615165027204,-6.64659581038135,NA,3,1,"d3","h1",FALSE,"",NA,93,"p4_d3_h1_r1"
4,"d3","d3","h1",-424.73035481365,42,52,212.365177406825,-340.73035481365,-258.77811863323,-309.311801649026,60.6029785196835,21.8427551254191,NA,FALSE,TRUE,FALSE,TRUE,7.83219958620308,17.95,0.999999999999998,0,-0.42762144933024,0.388222089347832,-2.97476691934587,NA,3,2,"d3","h1",FALSE,"",NA,94,"p4_d3_h1_r2"
4,"d3","d3","h2",-424.757674661982,45,52,212.378837330991,-334.757674661982,-246.951707325818,-301.094939128456,355.242325338018,13.5378212810839,NA,TRUE,TRUE,TRUE,TRUE,37.2610816113699,31.52,1,0.049036927353708,-0.393749502133541,0.271360542617463,-10.8117971641553,NA,3,1,"d3","h2",FALSE,"",NA,95,"p4_d3_h2_r1"
4,"d3","d3","h2",-437.532624214255,48,52,218.766312107127,-341.532624214255,-247.872925722346,-305.625706311827,1226.46737578574,72.4904088982134,NA,FALSE,TRUE,FALSE,TRUE,17.8999677065029,17.95,1,0,-0.502439349418481,0.362493021447817,-2.4159746133988,NA,3,2,"d3","h2",FALSE,"",NA,96,"p4_d3_h2_r2"
