"year","u_med","u_lower","u_upper","u_shaikh"
1947,1.16314718884833,0.716597602801591,1.30667070523036,NA
1948,1.19769854283962,0.751781295009021,1.33946836484519,NA
1949,1.12117702514052,0.713732387210176,1.24965370521435,NA
1950,1.13285143439299,0.749672621703615,1.25096118534834,NA
1951,1.17711265363109,0.788479357040321,1.29605103739522,NA
1952,1.14816526465204,0.782490608521525,1.25894362494808,NA
1953,1.15621956318854,0.801583123616617,1.26257314699939,NA
1954,1.08948578777624,0.764136930584755,1.18638812649971,NA
1955,1.11979409682482,0.809002311789173,1.21074799165456,NA
1956,1.07366200153124,0.795969662706002,1.15368857481894,NA
1957,1.03546087143641,0.779524901575442,1.10854441563158,NA
1958,0.974165253744821,0.736450024289409,1.0418764188734,NA
1959,1.04377877883941,0.800023290445872,1.11264009019872,NA
1960,1.06016371041871,0.817353670414686,1.12851757985408,NA
1961,1.05375428649093,0.818983350442852,1.11952636044351,NA
1962,1.10869520547256,0.869843699628461,1.17523267755575,NA
1963,1.13635114321118,0.900094303226929,1.20178896764355,NA
1964,1.16150553610038,0.933630267724806,1.22406592709974,NA
1965,1.19444251518547,0.976638853961291,1.25362475141199,NA
1966,1.20563430915256,1.00485682278985,1.25956142521291,NA
1967,1.16974868818264,0.992922984262654,1.216719183224,NA
1968,1.17731316351473,1.01841364826956,1.21903959384869,NA
1969,1.16137824746921,1.022152851957,1.19755507866929,NA
1970,1.08608672347177,0.971946114166057,1.11544518196728,NA
1971,1.06449163787767,0.968576885424634,1.08891261855912,NA
1972,1.08710363004875,1.00418931282527,1.10802010406118,NA
1973,1.08370893455695,1.02437110218947,1.09846745403448,NA
1974,0.960102669878482,0.942361458052528,0.964413893648638,NA
1975,0.917763681830576,0.908624473509536,0.919972715684422,NA
1976,0.939404012746302,0.938069869032375,0.944978389427209,NA
1977,0.953361242525311,0.948098316318162,0.975586266766178,NA
1978,0.961591262546031,0.951624069913685,1.00421838965165,NA
1979,0.929078202176218,0.914964904919699,0.990208801623528,NA
1980,0.870217574639741,0.853304211554804,0.944305577663875,NA
1981,0.867517211295409,0.848200895237598,0.952772047160562,NA
1982,0.835804441833712,0.816620436814994,0.92063083215491,NA
1983,0.867151898730884,0.847218400491243,0.955300493009855,NA
1984,0.923215583412295,0.900176087575174,1.02563793569955,NA
1985,0.932477528036134,0.907342639716477,1.04481683703984,NA
1986,0.926989651307158,0.899927145786277,1.04867667200347,NA
1987,0.944449295857528,0.91452097499798,1.07993399396422,NA
1988,0.964794059762624,0.931848849741381,1.11493559007885,NA
1989,0.956646503604064,0.922217686202124,1.11433887311625,NA
1990,0.943475381524115,0.907822017975532,1.10758206651356,NA
1991,0.937464095256844,0.902000340724507,1.10071594126942,NA
1992,0.946107890951513,0.908917813393079,1.11800196939792,NA
1993,0.944385684386777,0.905252327738137,1.12632338400861,NA
1994,0.963072130481717,0.920562416492256,1.16218582592579,NA
1995,0.971820917807095,0.92628973211415,1.18669552742834,NA
1996,0.980108379757332,0.931786244452581,1.20971496783663,NA
1997,0.999291216961326,0.947253810167744,1.24847318014592,NA
1998,1.0047501498659,0.949217719721084,1.27306421624909,NA
1999,1.0127930762791,0.953620647915912,1.30125081618733,NA
2000,1.01449583002293,0.951900580814487,1.32248746266113,NA
2001,0.959785012830654,0.89819189371921,1.26498869970017,NA
2002,0.931205912008451,0.86938576087137,1.23947976181829,NA
2003,0.932627825390943,0.869312501429654,1.24972075729016,NA
2004,0.928299849553659,0.861640931609884,1.26592812512545,NA
2005,0.922788983577586,0.85283880103187,1.28121612725455,NA
2006,0.910523873446608,0.838271855240655,1.2845990813459,NA
2007,0.879667335456615,0.808198974457021,1.25174316488058,NA
2008,0.808180369864262,0.739874483178295,1.16723400984578,NA
2009,0.797922835019792,0.732028083085432,1.14233298123569,NA
2010,0.825957613383152,0.756651242312653,1.18961788671011,NA
2011,0.836486214668333,0.764850768475756,1.21428997661993,NA
