"total_specs","admissible","frontier_F020","theta_min_F020","theta_max_F020","theta_mean_F020","sK_min_F020","sK_max_F020","n_cases_in_F020","n_dummies_in_F020"
500,134,27,-2.641,0.9466,-1.2215,0.2,0.75,3,4
