"p","q","case","s","neg2logL","k_total","T_eff","logLik","AIC","BIC","HQ","AICc","ICOMP","RICOMP","boundsF_stat","boundsF_p","boundsT_stat","boundsT_p","theta_hat","theta_se","a_hat","den","s_K","admissible","failed","error_msg","ICOMP_Misspec","spec_idx"
5,3,5,"s1",-271.281355774498,12,60,135.640677887249,-247.281355774498,-222.149221027833,-237.450796260203,-240.643057902158,-204.462643604787,NA,3.78345023969977,0.410331995564305,-0.345957602032929,0.990017052793848,-11.6298199328207,33.3528452344884,189.021447897208,0.0335847091479475,0.375,FALSE,FALSE,"",-198.737461272172,240
1,4,5,"s1",-268.162643356121,9,61,134.081321678061,-250.162643356121,-231.164778578561,-242.717202107414,-246.633231591415,-210.288674802,NA,3.43692397901606,0.480415137310754,-1.68863535664919,0.803118610440621,-2.39265707169464,1.45625869656675,49.9158516826335,0.146281010934628,0.8,FALSE,FALSE,"",-207.898834238889,241
2,4,5,"s1",-268.627775825337,10,61,134.313887912668,-248.627775825337,-227.519037183604,-240.355063326773,-244.227775825337,-207.833659939958,NA,3.50970266323385,0.465314830320513,-1.78734097306437,0.768564669181538,-2.12319305242661,1.27189900387047,45.8288865623621,0.162562113225009,0.666666666666667,FALSE,FALSE,"",-204.889817957628,242
3,4,5,"s1",-271.253679699382,11,61,135.626839849691,-249.253679699382,-226.034067193475,-240.153695950961,-243.865924597341,-207.630144578981,NA,3.64725936347394,0.43793808510258,-1.44753688639394,0.872715245975943,-2.7836299168057,1.96352214321973,55.7914102623588,0.133244138503989,0.571428571428571,FALSE,FALSE,"",-203.43540036847,243
4,4,5,"s1",-272.074691056344,12,61,136.037345528172,-248.074691056344,-222.744204686265,-238.147436058068,-241.574691056344,-205.34051186322,NA,3.89777286528256,0.387855220716341,-1.34860165312328,0.894446403619107,-3.1849343854284,2.40863873045852,61.808790737223,0.125256181741764,0.5,FALSE,FALSE,"",-199.519861893702,244
5,4,5,"s1",-271.881562702553,13,60,135.940781351277,-245.881562702553,-218.655083393666,-235.231789895401,-237.968519224293,-202.551876808057,NA,3.97571562295592,0.37350459965992,-0.473073304660826,0.985269594525334,-8.75944765164821,18.2691749570378,145.543552413878,0.0471076728925538,0.444444444444444,FALSE,FALSE,"",-195.617871954793,245
1,5,5,"s1",-269.312021986226,10,60,134.656010993113,-249.312021986226,-228.368576364005,-241.119889057647,-244.822226067858,-208.648179820503,NA,3.64250968888609,0.438952735568978,-1.13118682934061,0.93305856570268,-3.88120183759606,3.26258246773512,72.0798118355921,0.100852838725963,0.833333333333333,FALSE,FALSE,"",-203.828730805038,246
2,5,5,"s1",-269.34212378886,11,60,134.67106189443,-247.34212378886,-224.304333604417,-238.330777567423,-241.84212378886,-205.800743268637,NA,3.58106339203158,0.45122821367055,-0.983606198376717,0.95138337973711,-4.12709933486732,4.05599443323127,75.7763529392297,0.0952595063833543,0.714285714285714,FALSE,FALSE,"",-200.247507959454,247
3,5,5,"s1",-270.727023984529,12,60,135.363511992264,-246.727023984529,-221.594889237864,-236.896464470234,-240.088726112188,-204.366712532652,NA,3.60646959473589,0.44618903277442,-0.740917402938239,0.971929744071638,-5.40323108189016,7.03563605482087,95.0292405572935,0.073297172361761,0.625,FALSE,FALSE,"",-197.781656829222,248
4,5,5,"s1",-271.879527728892,13,60,135.939763864446,-245.879527728892,-218.653048420005,-235.229754921739,-237.966484250631,-202.765121916017,NA,3.86932890805708,0.393399602218644,-0.480128289636565,0.984997095232072,-8.41643043695018,17.1088843381769,140.373139439087,0.0490772098832025,0.555555555555556,FALSE,FALSE,"",-195.55733276855,249
5,5,5,"s1",-271.883529526252,14,60,135.941764763126,-243.883529526252,-214.562705655142,-232.414543426241,-234.550196192918,-199.881226119685,NA,3.76691769402774,0.41370005879934,-0.461167586937131,0.985729453713787,-8.58460211958798,18.2266334048119,142.902061775878,0.0482016051783173,0.5,FALSE,FALSE,"",-192.119269976018,250
1,1,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,FALSE,TRUE,"The length of 'order' is not correct",NA,251
2,1,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,FALSE,TRUE,"The length of 'order' is not correct",NA,252
3,1,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,FALSE,TRUE,"The length of 'order' is not correct",NA,253
4,1,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,FALSE,TRUE,"The length of 'order' is not correct",NA,254
5,1,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,FALSE,TRUE,"The length of 'order' is not correct",NA,255
1,2,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,FALSE,TRUE,"The length of 'order' is not correct",NA,256
2,2,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,FALSE,TRUE,"The length of 'order' is not correct",NA,257
3,2,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,FALSE,TRUE,"The length of 'order' is not correct",NA,258
4,2,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,FALSE,TRUE,"The length of 'order' is not correct",NA,259
5,2,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285714285714286,FALSE,TRUE,"The length of 'order' is not correct",NA,260
1,3,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,FALSE,TRUE,"The length of 'order' is not correct",NA,261
2,3,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,FALSE,TRUE,"The length of 'order' is not correct",NA,262
3,3,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,FALSE,TRUE,"The length of 'order' is not correct",NA,263
4,3,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428571428571429,FALSE,TRUE,"The length of 'order' is not correct",NA,264
5,3,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,FALSE,TRUE,"The length of 'order' is not correct",NA,265
1,4,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,FALSE,TRUE,"The length of 'order' is not correct",NA,266
2,4,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,FALSE,TRUE,"The length of 'order' is not correct",NA,267
3,4,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571428571428571,FALSE,TRUE,"The length of 'order' is not correct",NA,268
4,4,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,FALSE,TRUE,"The length of 'order' is not correct",NA,269
5,4,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,FALSE,TRUE,"The length of 'order' is not correct",NA,270
1,5,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,FALSE,TRUE,"The length of 'order' is not correct",NA,271
2,5,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.714285714285714,FALSE,TRUE,"The length of 'order' is not correct",NA,272
3,5,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,FALSE,TRUE,"The length of 'order' is not correct",NA,273
4,5,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,FALSE,TRUE,"The length of 'order' is not correct",NA,274
5,5,1,"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,FALSE,TRUE,"The length of 'order' is not correct",NA,275
1,1,2,"s2",-251.340904346678,6,64,125.670452173339,-239.340904346678,-226.38760584652,-234.237945762921,-237.867220136151,-227.092531884684,NA,4.54300843621852,0.0316944875346665,NA,NA,0.82240978873809,0.165435722860748,2.12719274750697,0.100600575253593,0.5,TRUE,FALSE,"",-225.906168709529,276
2,1,2,"s2",-247.621116778361,7,63,123.81055838918,-233.621116778361,-218.61917369362,-227.72077923584,-231.584753141997,-222.805410807162,NA,2.90478786707378,0.185172868746801,NA,NA,0.849737302219045,0.155447837331353,1.63433439222366,0.105882889868316,0.333333333333333,FALSE,FALSE,"",-221.132884246738,277
3,1,2,"s2",-248.329975567041,8,62,124.16498778352,-232.329975567041,-215.31290048668,-225.648642564717,-229.612994434965,-222.317623039411,NA,4.07789515047561,0.053180474391565,NA,NA,0.792092443892395,0.146647072681135,2.51787974519702,0.124061513858135,0.25,TRUE,FALSE,"",-220.105493044735,278
4,1,2,"s2",-247.727887083952,9,61,123.863943541976,-229.727887083952,-210.730022306392,-222.282445835245,-226.198475319246,-220.305840639274,NA,4.01730518886958,0.0569699487397058,NA,NA,0.57796841155874,0.997446345436294,6.90282632315264,0.0321016179352435,0.2,TRUE,FALSE,"",-217.365325492026,279
5,1,2,"s2",-244.137372697678,10,60,122.068686348839,-224.137372697678,-203.193927075457,-215.945239769099,-219.64757677931,-216.096707598143,NA,3.87312986263009,0.0670694796456304,NA,NA,1.67943552863733,5.18441773765231,-14.8185163819538,-0.0151923228341617,0.166666666666667,TRUE,FALSE,"",-212.530471042093,280
1,2,2,"s2",-259.255923700256,7,63,129.627961850128,-245.255923700256,-230.253980615516,-239.355586157735,-243.219560063893,-233.334779093565,NA,7.68092114091375,0.000935954665605751,NA,NA,0.882068592609167,0.454782489702591,2.66033976532656,0.0322825350031983,0.666666666666667,TRUE,FALSE,"",-230.139120855057,281
2,2,2,"s2",-259.892425068209,8,63,129.946212534104,-243.892425068209,-226.747347257076,-237.14918216247,-241.225758401542,-233.355683013489,NA,6.20070384661862,0.00444708757797931,NA,NA,0.895821356321422,0.296419508086273,1.73499356932168,0.0497051701524601,0.5,TRUE,FALSE,"",-230.219009388708,282
3,2,2,"s2",-263.405585534179,9,62,131.702792767089,-245.405585534179,-226.261376068773,-237.889085906565,-241.94404707264,-235.686267605502,NA,8.62151989531484,0.000645123768609982,NA,NA,0.734219266698555,0.322370656789502,4.20170323036861,0.0573302141683913,0.4,TRUE,FALSE,"",-232.49868967797,283
4,2,2,"s2",-260.694672806556,10,61,130.347336403278,-240.694672806556,-219.585934164823,-232.421960307992,-236.294672806556,-231.315202773192,NA,7.80755357847761,0.000896800217193891,NA,NA,0.626588514560314,2.19480725867408,10.0844368867749,0.0117842070615665,0.333333333333333,TRUE,FALSE,"",-227.907996149675,284
5,2,2,"s2",-261.990226038624,11,60,130.995113019312,-239.990226038624,-216.952435854181,-230.978879817187,-234.490226038624,-231.561440164777,NA,8.04728626416736,0.00082267544114871,NA,NA,0.857706469822095,0.222581543800536,0.234030395681328,-0.0700919216572977,0.285714285714286,TRUE,FALSE,"",-227.049507106749,285
1,3,2,"s2",-267.590252606913,8,62,133.795126303456,-251.590252606913,-234.573177526552,-244.908919604589,-248.873271474837,-240.411258118417,NA,13.2550539579692,1e-06,NA,NA,0.835218369170536,0.279851478673043,3.19317294939967,0.0500424948169915,0.75,TRUE,FALSE,"",-237.777782811413,286
2,3,2,"s2",-267.590988677694,9,62,133.795494338847,-249.590988677694,-230.446779212289,-242.07448905008,-246.129450216156,-239.1562861545,NA,10.432723314903,8.51039804740416e-05,NA,NA,0.835739840093613,0.279314807754651,3.15921721768079,0.0507212813908799,0.6,TRUE,FALSE,"",-237.496688442784,287
3,3,2,"s2",-268.917605346726,10,62,134.458802673363,-248.917605346726,-227.646261496275,-240.565939093822,-244.60387985653,-239.218557184206,NA,10.5307609982355,5.47909620381141e-05,NA,NA,0.710692992304491,0.5982991316433,6.09894002805963,0.0315531473673231,0.5,TRUE,FALSE,"",-237.062051873607,288
4,3,2,"s2",-265.403992229426,11,61,132.701996114713,-243.403992229426,-220.184379723519,-234.304008481005,-238.016237127385,-234.040646196474,NA,9.00470773751071,0.000526642999480477,NA,NA,1.09854896842257,2.24811616299956,-10.8786011797666,-0.00980910239931587,0.428571428571429,TRUE,FALSE,"",-230.871853881268,289
5,3,2,"s2",-267.838291097745,12,60,133.919145548873,-243.838291097745,-218.70615635108,-234.00773158345,-237.199993225405,-235.213817812586,NA,10.1593435695062,0.000169632347327822,NA,NA,0.785735100724243,0.246265716978951,1.09857831246763,-0.0701136561878462,0.375,TRUE,FALSE,"",-231.844047797788,290
1,4,2,"s2",-263.736876325879,9,61,131.868438162939,-245.736876325879,-226.739011548319,-238.291435077171,-242.207464561173,-234.825790070541,NA,10.1562163372215,0.000170599280109981,NA,NA,0.990062211442791,0.938243353986978,3.91433691984471,0.0176197372252194,0.8,TRUE,FALSE,"",-232.701731301675,291
2,4,2,"s2",-263.747343876286,10,61,131.873671938143,-243.747343876286,-222.638605234553,-235.474631377722,-239.347343876286,-233.771036502012,NA,6.28852168263616,0.00398554673779214,NA,NA,0.976344229956539,0.842864779644075,3.61083647815118,0.0195101260046155,0.666666666666667,TRUE,FALSE,"",-232.073103350367,292
3,4,2,"s2",-265.959371495742,11,61,132.979685747871,-243.959371495742,-220.739758989835,-234.859387747321,-238.571616393701,-234.628273347169,NA,7.00580159399089,0.00179143800827194,NA,NA,0.931019981604977,1.77510391043031,-10.5652971641785,-0.00848760215380717,0.571428571428571,TRUE,FALSE,"",-232.284445124978,293
4,4,2,"s2",-265.964190953041,12,61,132.98209547652,-241.964190953041,-216.633704582961,-232.036935954764,-235.464190953041,-233.253729342837,NA,6.83111273819008,0.00215817722056741,NA,NA,0.94672325515514,1.60354444073666,-9.38486360451877,-0.00980831027068518,0.5,TRUE,FALSE,"",-230.611100025958,294
5,4,2,"s2",-268.070925769131,13,60,134.035462884566,-242.070925769131,-214.844446460244,-231.421152961979,-234.15788229087,-234.134141427233,NA,7.09052574067042,0.00164815600362643,NA,NA,0.774176130892018,0.2600835209877,1.18937498420521,-0.0692865768781439,0.444444444444444,TRUE,FALSE,"",-231.530981069721,295
1,5,2,"s2",-265.438722025279,10,60,132.71936101264,-245.438722025279,-224.495276403058,-237.2465890967,-240.948926106912,-235.014964446327,NA,7.83954496220195,0.000886908557459968,NA,NA,0.614624925365837,0.728355489088422,2.34961060476953,-0.0308158456758003,0.833333333333333,TRUE,FALSE,"",-231.944374562399,296
2,5,2,"s2",-266.115193705228,11,60,133.057596852614,-244.115193705228,-221.077403520785,-235.103847483791,-238.615193705228,-234.85019767275,NA,6.4035489807175,0.00356447765822557,NA,NA,0.702625139995494,0.35811672180325,1.8983188098016,-0.0517633918192804,0.714285714285714,TRUE,FALSE,"",-231.739233689152,297
3,5,2,"s2",-268.224917267876,12,60,134.112458633938,-244.224917267876,-219.092782521211,-234.394357753581,-237.586619395536,-235.796879281218,NA,6.94358851532611,0.00189665021725385,NA,NA,0.776690810201283,0.219683508485626,1.07404670300235,-0.0715246338520839,0.625,TRUE,FALSE,"",-232.022851342691,298
4,5,2,"s2",-268.930493558402,13,60,134.465246779201,-242.930493558402,-215.704014249514,-232.280720751249,-235.017450080141,-234.948477162522,NA,6.88258920764069,0.00199980974649899,NA,NA,0.820098693417176,0.169210360120756,0.636426273955475,-0.0901269004872411,0.555555555555556,TRUE,FALSE,"",-231.078456946733,299
5,5,2,"s2",-269.601272980994,14,60,134.800636490497,-241.601272980994,-212.280449109884,-230.132286880983,-232.26793964766,-234.395486641803,NA,6.76602864021483,0.00235860607385047,NA,NA,0.7681894390367,0.244748510787239,1.19824503332933,-0.0746219516757229,0.5,TRUE,FALSE,"",-230.418708213414,300
1,1,3,"s2",-251.340904346678,6,64,125.670452173339,-239.340904346678,-226.38760584652,-234.237945762921,-237.867220136151,-227.092531884684,NA,1.34886750772671,0.728210876662698,-1.54159875330304,0.626322730020649,0.82240978873809,0.165435722860748,2.12719274750697,0.100600575253593,0.5,FALSE,FALSE,"",-225.906168709529,301
2,1,3,"s2",-247.621116778361,7,63,123.81055838918,-233.621116778361,-218.61917369362,-227.72077923584,-231.584753141997,-222.805410807162,NA,1.12557076738811,0.786401696210027,-1.45975414523952,0.661515640560807,0.849737302219045,0.155447837331353,1.63433439222366,0.105882889868316,0.333333333333333,FALSE,FALSE,"",-221.132884246738,302
3,1,3,"s2",-248.329975567041,8,62,124.16498778352,-232.329975567041,-215.31290048668,-225.648642564717,-229.612994434965,-222.317623039411,NA,1.75327435025504,0.618081764967767,-1.65749262524479,0.575088239407269,0.792092443892395,0.146647072681135,2.51787974519702,0.124061513858135,0.25,FALSE,FALSE,"",-220.105493044735,303
4,1,3,"s2",-247.727887083952,9,61,123.863943541976,-229.727887083952,-210.730022306392,-222.282445835245,-226.198475319246,-220.305840639274,NA,0.250903045615423,0.965762911320828,-0.368094405576636,0.938093159277885,0.57796841155874,0.997446345436294,6.90282632315264,0.0321016179352435,0.2,FALSE,FALSE,"",-217.365325492026,304
5,1,3,"s2",-244.137372697678,10,60,122.068686348839,-224.137372697678,-203.193927075457,-215.945239769099,-219.64757677931,-216.096707598143,NA,0.252125406493699,0.965573174031469,0.154863896711222,0.97966129678741,1.67943552863733,5.18441773765231,-14.8185163819538,-0.0151923228341617,0.166666666666667,FALSE,FALSE,"",-212.530471042093,305
1,2,3,"s2",-259.255923700256,7,63,129.627961850128,-245.255923700256,-230.253980615516,-239.355586157735,-243.219560063893,-233.334779093565,NA,0.127431110837609,0.98352581619286,-0.504194459333072,0.919660181628528,0.882068592609167,0.454782489702591,2.66033976532656,0.0322825350031983,0.666666666666667,FALSE,FALSE,"",-230.139120855057,306
2,2,3,"s2",-259.892425068209,8,63,129.946212534104,-243.892425068209,-226.747347257076,-237.14918216247,-241.225758401542,-233.355683013489,NA,0.264204069340176,0.963698299934704,-0.72690835164507,0.881973167628555,0.895821356321422,0.296419508086273,1.73499356932168,0.0497051701524601,0.5,FALSE,FALSE,"",-230.219009388708,307
3,2,3,"s2",-263.405585534179,9,62,131.702792767089,-245.405585534179,-226.261376068773,-237.889085906565,-241.94404707264,-235.686267605502,NA,0.563529049254456,0.911650406939651,-0.829114747328568,0.859892872607077,0.734219266698555,0.322370656789502,4.20170323036861,0.0573302141683913,0.4,FALSE,FALSE,"",-232.49868967797,308
4,2,3,"s2",-260.694672806556,10,61,130.347336403278,-240.694672806556,-219.585934164823,-232.421960307992,-236.294672806556,-231.315202773192,NA,0.0317341491310951,0.996070071538702,-0.148420801349886,0.960651964638108,0.626588514560314,2.19480725867408,10.0844368867749,0.0117842070615665,0.333333333333333,FALSE,FALSE,"",-227.907996149675,309
5,2,3,"s2",-261.990226038624,11,60,130.995113019312,-239.990226038624,-216.952435854181,-230.978879817187,-234.490226038624,-231.561440164777,NA,0.339402218313474,0.951633102039933,0.810955674495479,0.992248295537594,0.857706469822095,0.222581543800536,0.234030395681328,-0.0700919216572977,0.285714285714286,FALSE,FALSE,"",-227.049507106749,310
1,3,3,"s2",-267.590252606913,8,62,133.795126303456,-251.590252606913,-234.573177526552,-244.908919604589,-248.873271474837,-240.411258118417,NA,0.378654624620546,0.944796843067271,-0.848117759575225,0.855421591001716,0.835218369170536,0.279851478673043,3.19317294939967,0.0500424948169915,0.75,FALSE,FALSE,"",-237.777782811413,311
2,3,3,"s2",-267.590988677694,9,62,133.795494338847,-249.590988677694,-230.446779212289,-242.07448905008,-246.129450216156,-239.1562861545,NA,0.317666751097773,0.955173113534362,-0.775352549106196,0.871863503729091,0.835739840093613,0.279314807754651,3.15921721768079,0.0507212813908799,0.6,FALSE,FALSE,"",-237.496688442784,312
3,3,3,"s2",-268.917605346726,10,62,134.458802673363,-248.917605346726,-227.646261496275,-240.565939093822,-244.60387985653,-239.218557184206,NA,0.196118890619209,0.973915807463237,-0.465425621850994,0.925183284648768,0.710692992304491,0.5982991316433,6.09894002805963,0.0315531473673231,0.5,FALSE,FALSE,"",-237.062051873607,313
4,3,3,"s2",-265.403992229426,11,61,132.701996114713,-243.403992229426,-220.184379723519,-234.304008481005,-238.016237127385,-234.040646196474,NA,0.0175634525625193,0.997862364050131,0.125918591254431,0.978074377880743,1.09854896842257,2.24811616299956,-10.8786011797666,-0.00980910239931587,0.428571428571429,FALSE,FALSE,"",-230.871853881268,314
5,3,3,"s2",-267.838291097745,12,60,133.919145548873,-243.838291097745,-218.70615635108,-234.00773158345,-237.199993225405,-235.213817812586,NA,0.473853866809483,0.928099903839864,0.842983732133394,0.992448425655161,0.785735100724243,0.246265716978951,1.09857831246763,-0.0701136561878462,0.375,FALSE,FALSE,"",-231.844047797788,315
1,4,3,"s2",-263.736876325879,9,61,131.868438162939,-245.736876325879,-226.739011548319,-238.291435077171,-242.207464561173,-234.825790070541,NA,0.043489103118945,0.99458331921833,-0.25612561325533,0.950794316977448,0.990062211442791,0.938243353986978,3.91433691984471,0.0176197372252194,0.8,FALSE,FALSE,"",-232.701731301675,316
2,4,3,"s2",-263.747343876286,10,61,131.873671938143,-243.747343876286,-222.638605234553,-235.474631377722,-239.347343876286,-233.771036502012,NA,0.0467645734222538,0.994169041707862,-0.269707723344126,0.949428902822143,0.976344229956539,0.842864779644075,3.61083647815118,0.0195101260046155,0.666666666666667,FALSE,FALSE,"",-232.073103350367,317
3,4,3,"s2",-265.959371495742,11,61,132.979685747871,-243.959371495742,-220.739758989835,-234.859387747321,-238.571616393701,-234.628273347169,NA,0.00697748893932575,0.999201263887291,0.113705976307078,0.977404824415891,0.931019981604977,1.77510391043031,-10.5652971641785,-0.00848760215380717,0.571428571428571,FALSE,FALSE,"",-232.284445124978,318
4,4,3,"s2",-265.964190953041,12,61,132.98209547652,-241.964190953041,-216.633704582961,-232.036935954764,-235.464190953041,-233.253729342837,NA,0.00854921442838227,0.999002473954106,0.125216630125138,0.978035893042865,0.94672325515514,1.60354444073666,-9.38486360451877,-0.00980831027068518,0.5,FALSE,FALSE,"",-230.611100025958,319
5,4,3,"s2",-268.070925769131,13,60,134.035462884566,-242.070925769131,-214.844446460244,-231.421152961979,-234.15788229087,-234.134141427233,NA,0.48082447872188,0.926860168819214,0.825696337332904,0.992340403857743,0.774176130892018,0.2600835209877,1.18937498420521,-0.0692865768781439,0.444444444444444,FALSE,FALSE,"",-231.530981069721,320
1,5,3,"s2",-265.438722025279,10,60,132.71936101264,-245.438722025279,-224.495276403058,-237.2465890967,-240.948926106912,-235.014964446327,NA,0.247509593611842,0.966289649697501,0.442516283056898,0.989702494752685,0.614624925365837,0.728355489088422,2.34961060476953,-0.0308158456758003,0.833333333333333,FALSE,FALSE,"",-231.944374562399,321
2,5,3,"s2",-266.115193705228,11,60,133.057596852614,-244.115193705228,-221.077403520785,-235.103847483791,-238.615193705228,-234.85019767275,NA,0.401418121401148,0.940744113612156,0.686664712796924,0.991471652599753,0.702625139995494,0.35811672180325,1.8983188098016,-0.0517633918192804,0.714285714285714,FALSE,FALSE,"",-231.739233689152,322
3,5,3,"s2",-268.224917267876,12,60,134.112458633938,-244.224917267876,-219.092782521211,-234.394357753581,-237.586619395536,-235.796879281218,NA,0.537628444314301,0.916550677768551,0.936905576000241,0.993035304505813,0.776690810201283,0.219683508485626,1.07404670300235,-0.0715246338520839,0.625,FALSE,FALSE,"",-232.022851342691,323
4,5,3,"s2",-268.930493558402,13,60,134.465246779201,-242.930493558402,-215.704014249514,-232.280720751249,-235.017450080141,-234.948477162522,NA,0.68553063028313,0.887396933031658,1.11747062921038,0.994163581023108,0.820098693417176,0.169210360120756,0.636426273955475,-0.0901269004872411,0.555555555555556,FALSE,FALSE,"",-231.078456946733,324
5,5,3,"s2",-269.601272980994,14,60,134.800636490497,-241.601272980994,-212.280449109884,-230.132286880983,-232.26793964766,-234.395486641803,NA,0.573148063657707,0.909827155960088,0.889540933528675,0.992739342397417,0.7681894390367,0.244748510787239,1.19824503332933,-0.0746219516757229,0.5,FALSE,FALSE,"",-230.418708213414,325
1,1,4,"s2",-269.820323981521,7,64,134.91016199076,-255.820323981521,-240.708142398003,-249.866872300471,-253.820323981521,-215.213965169244,NA,7.53974135494565,0.00421298494085556,NA,NA,-1.75363923569604,0.692862551729383,40.1814830479235,0.236041087727499,0.5,TRUE,FALSE,"",-215.037517551038,326
2,1,4,"s2",-264.935246313783,8,63,132.467623156891,-248.935246313783,-231.79016850265,-242.192003408044,-246.268579647116,-207.350001728965,NA,6.76898857556074,0.00958956768250301,NA,NA,-1.82610476116313,0.825351784816577,41.2571208008533,0.227012329034795,0.333333333333333,TRUE,FALSE,"",-207.80786588481,327
3,1,4,"s2",-271.024309438841,9,62,135.512154719421,-253.024309438841,-233.880099973436,-245.507809811228,-249.562770977303,-210.688706465041,NA,9.4631143002819,0.000811211178486144,NA,NA,-1.89246053361862,0.768333023673039,42.2804415650303,0.246603207874029,0.25,TRUE,FALSE,"",-209.456270726292,328
4,1,4,"s2",-268.31148242021,10,61,134.155741210105,-248.31148242021,-227.202743778477,-240.038769921646,-243.91148242021,-205.197561747494,NA,7.05284260827169,0.00702930757758204,NA,NA,-2.63498276580162,1.41250064946735,53.4184507746497,0.186701391774335,0.2,TRUE,FALSE,"",-201.871101539719,329
5,1,4,"s2",-264.619284636041,11,60,132.309642318021,-242.619284636041,-219.581494451598,-233.607938414604,-237.119284636041,-199.11587351467,NA,6.87723508546357,0.00854707033889637,NA,NA,-3.60272521340112,2.55311978633425,67.8997989602491,0.147490914895447,0.166666666666667,TRUE,FALSE,"",-195.041382349836,330
1,2,4,"s2",-268.371756000384,8,63,134.185878000192,-252.371756000384,-235.226678189252,-245.628513094646,-249.705089333718,-210.040319605734,NA,2.95070533411219,0.37635095790279,NA,NA,-1.99338844313262,1.075377627712,43.8775003252941,0.164517307424312,0.666666666666667,FALSE,FALSE,"",-208.414400251077,331
2,2,4,"s2",-268.412135489395,9,63,134.206067744697,-250.412135489395,-231.123922951871,-242.825987220439,-247.0159090743,-206.741183662799,NA,2.80444819900634,0.418028403857186,NA,NA,-1.91260341635083,1.1293768062574,42.6674116222677,0.16687652837718,0.5,FALSE,FALSE,"",-206.10653301641,332
3,2,4,"s2",-275.56029190794,10,62,137.78014595397,-255.56029190794,-234.288948057489,-247.208625655035,-251.246566417744,-211.084940967364,NA,4.20248198770927,0.130801600584242,NA,NA,-2.02778311165876,1.05046920197499,44.4266925580154,0.182526698433369,0.4,FALSE,FALSE,"",-208.376691880952,333
4,2,4,"s2",-271.255337567051,11,61,135.627668783526,-249.255337567051,-226.035725061145,-240.155353818631,-243.867582465011,-203.422332883997,NA,3.17491999031101,0.316667239002637,NA,NA,-2.70454496673584,1.84165081294018,54.5823510468771,0.143895903611297,0.333333333333333,FALSE,FALSE,"",-197.28119829263,334
