"p","q","case","s","neg2logL","k_total","T_eff","logLik","AIC","BIC","HQ","AICc","ICOMP","RICOMP","boundsF_stat","boundsF_p","boundsT_stat","boundsT_p","theta_hat","theta_se","a_hat","den","s_K","admissible","failed","error_msg","ICOMP_Misspec","spec_idx"
1,2,3,"s3",-259.256585746342,8,63,129.628292873171,-243.256585746342,-226.11150793521,-236.513342840603,-240.589919079675,-228.996372497676,NA,0.0923836327561952,0.988282294926973,-0.419372710702801,0.931554628887713,0.887977023643428,0.535206306338609,2.63259042772455,0.0313755482379645,0.666666666666667,FALSE,FALSE,"",-225.969336454522,431
2,2,3,"s3",-259.919995645834,9,63,129.959997822917,-241.919995645834,-222.63178310831,-234.333847376878,-238.523769230739,-229.013704847917,NA,0.242931071941131,0.967000336947488,-0.688427122294946,0.889980500386067,0.873115745458697,0.294531767932461,1.9082144246683,0.0565655388899337,0.5,FALSE,FALSE,"",-226.010851531226,432
3,2,3,"s3",-264.052371209412,10,62,132.026185604706,-244.052371209412,-222.781027358961,-235.700704956508,-239.738645719216,-232.205151748244,NA,0.0541270427807329,0.993237845514861,-0.267541187717714,0.949673748634877,0.717683818405905,0.860931005654446,6.68453421355089,0.0224664246455322,0.4,FALSE,FALSE,"",-229.637120439179,433
4,2,3,"s3",-261.134689028519,11,61,130.56734451426,-239.134689028519,-215.915076522613,-230.034705280099,-233.746933926478,-227.74911434845,NA,0.0212123613981694,0.997400854487113,0.205537114990273,0.981533763800098,0.866998800124869,0.823021573824861,-2.66477711650282,-0.0196150886049873,0.333333333333333,FALSE,FALSE,"",-225.559923608781,434
5,2,3,"s3",-261.991941755176,12,60,130.995970877588,-237.991941755176,-212.859807008511,-228.161382240881,-231.353643882835,-227.592059321181,NA,0.242121785494446,0.967125956001107,0.693900429444803,0.991516865607666,0.856517313778974,0.220828321521201,0.269878497948944,-0.072186553034324,0.285714285714286,FALSE,FALSE,"",-223.582159244059,435
1,3,3,"s3",-268.056388317609,9,62,134.028194158805,-250.056388317609,-230.912178852204,-242.539888689996,-246.594849856071,-236.564546485426,NA,0.111248552253413,0.985722036862161,-0.423535762750034,0.931023795384934,0.946583876155769,0.577713120027877,2.97565150531235,0.0288583352703057,0.75,FALSE,FALSE,"",-234.300495842327,436
2,3,3,"s3",-268.071533108531,10,62,134.035766554266,-248.071533108531,-226.800189258081,-239.719866855627,-243.757807618335,-235.237431773108,NA,0.0735285467164061,0.990783966833168,-0.321717639024082,0.943551127299028,0.964619096548305,0.724101898622754,3.25118769963653,0.0248763217792357,0.6,FALSE,FALSE,"",-233.731767197426,437
3,3,3,"s3",-269.977497894552,11,62,134.988748947276,-247.977497894552,-224.579019659056,-238.790665016357,-242.697497894552,-236.047927749331,NA,0.0107514134267591,0.998723942496293,0.146288667736313,0.979191162070414,0.835769936766256,1.2664360269464,-6.61835671483496,-0.0120342199332792,0.5,FALSE,FALSE,"",-234.623138450383,438
4,3,3,"s3",-266.421903609132,12,61,133.210951804566,-242.421903609132,-217.091417239053,-232.494648610856,-235.921903609132,-230.870895637306,NA,0.189787263150493,0.974817806930472,0.611075693921007,0.990999328008439,0.833228166621097,0.273661446114841,-0.135849436512187,-0.0574696638647942,0.428571428571429,FALSE,FALSE,"",-228.819848737143,439
5,3,3,"s3",-267.840164098563,13,60,133.920082049281,-241.840164098563,-214.613684789675,-231.19039129141,-233.927120620302,-231.161094042051,NA,0.298603221816471,0.958277951912598,0.679272720970739,0.991425463092729,0.784739614025269,0.258506933332794,1.08775220088109,-0.0680279551477792,0.375,FALSE,FALSE,"",-227.56689401331,440
1,4,3,"s3",-264.065339018625,10,61,132.032669509312,-244.065339018625,-222.956600376892,-235.792626520061,-239.665339018625,-230.803506530628,NA,0.0578406444208677,0.992768153684412,-0.0108445365626574,0.970576374669417,7.17777456210625,584.879610275667,13.2415960126057,0.000827563043127921,0.8,FALSE,FALSE,"",-228.970353141757,441
2,4,3,"s3",-264.065971943698,11,61,132.032985971849,-242.065971943698,-218.846359437792,-232.965988195278,-236.678216841658,-229.712471614388,NA,0.0569446940396485,0.992881472401745,-0.00225336717420204,0.971047383315474,29.318418364089,12640.9120560828,54.1196643641211,0.000184939077512603,0.666666666666667,FALSE,FALSE,"",-228.143317291567,442
3,4,3,"s3",-267.012101176635,12,61,133.506050588318,-243.012101176635,-217.681614806555,-233.084846178359,-236.512101176635,-231.3822677969,NA,0.18687344364304,0.975232907732964,0.570305620055651,0.990744572638378,0.771748089554732,0.333627060649349,0.370965066592191,-0.0496285907947764,0.571428571428571,FALSE,FALSE,"",-229.105778287572,443
4,4,3,"s3",-267.149902779569,13,61,133.574951389784,-241.149902779569,-213.708542545316,-230.395376531436,-233.405221928505,-230.188715085109,NA,0.228499861436423,0.969240378175903,0.647028837697735,0.991223984369817,0.802287458369465,0.271118181492117,0.270681792603322,-0.061198328581018,0.5,FALSE,FALSE,"",-227.57385588182,444
5,4,3,"s3",-268.072009422905,14,60,134.036004711453,-240.072009422905,-210.751185551796,-228.603023322895,-230.738676089572,-229.957609726204,NA,0.330684959566138,0.953052864304955,0.699979160599619,0.991554849090599,0.775047978909249,0.258117356564538,1.19628291233432,-0.0708809148744374,0.444444444444444,FALSE,FALSE,"",-226.901490773879,445
1,5,3,"s3",-265.579528482695,11,60,132.789764241347,-243.579528482695,-220.541738298252,-234.568182261258,-238.079528482695,-230.727382111385,NA,0.109802794137321,0.98591824834756,0.298378749759541,0.984734038076591,0.597469719751366,1.06178764414436,1.83605041669838,-0.0222707841196446,0.833333333333333,FALSE,FALSE,"",-227.47137909839,446
2,5,3,"s3",-266.194155436946,12,60,133.097077718473,-242.194155436946,-217.062020690281,-232.363595922651,-235.555857564605,-230.482186113453,NA,0.223821226757949,0.96996660516629,0.546536994561156,0.990596052304476,0.706371672174977,0.416907131870093,1.65325189552527,-0.0444973301070628,0.714285714285714,FALSE,FALSE,"",-227.044581838506,447
3,5,3,"s3",-268.271220537113,13,60,134.135610268557,-242.271220537113,-215.044741228226,-231.621447729961,-234.358177058852,-231.529775502201,NA,0.48650837392872,0.925849278522897,0.921351255446946,0.992938111974309,0.772051163203758,0.205790851687394,1.21787604012676,-0.078350997671677,0.625,FALSE,FALSE,"",-227.478754468616,448
4,5,3,"s3",-269.191211199024,14,60,134.595605599512,-241.191211199024,-211.870387327914,-229.722225099013,-231.85787786569,-230.791200920551,NA,0.742968341700062,0.875309930930032,1.18424108991759,0.994580802082918,0.810978906016459,0.141863777651303,0.898842914015462,-0.110860277902428,0.555555555555556,FALSE,FALSE,"",-226.608610444571,449
5,5,3,"s3",-269.667660712378,15,60,134.833830356189,-239.667660712378,-208.252492279047,-227.37946131951,-228.758569803287,-230.212065896081,NA,0.491354319930565,0.924987418898209,0.855162215175478,0.992524523970911,0.77442496581019,0.209372817925232,1.24124351864541,-0.0873350701271953,0.5,FALSE,FALSE,"",-226.077240777454,450
1,1,4,"s3",-270.506791391357,8,64,135.253395695678,-254.506791391357,-237.235726724479,-247.702846613015,-251.888609573175,-208.948437041318,NA,7.30843972618177,0.00540731532886343,NA,NA,-1.52215836061787,0.6336922938648,36.6965701109528,0.268408341296941,0.5,TRUE,FALSE,"",-208.962569631271,451
2,1,4,"s3",-265.799944861161,9,63,132.899972430581,-247.799944861161,-228.511732323637,-240.213796592205,-244.403718446067,-201.520048250305,NA,6.83561389715398,0.00897362772121319,NA,NA,-1.50744083243118,0.723261066184446,36.4630170537375,0.265722647305402,0.333333333333333,TRUE,FALSE,"",-201.649223878481,452
3,1,4,"s3",-271.025708291267,10,62,135.512854145633,-251.025708291267,-229.754364440816,-242.674042038362,-246.71198280107,-204.287570120206,NA,8.37992381429055,0.00174761497235781,NA,NA,-1.90753415880461,0.899978755211983,42.5073419219302,0.245092815094884,0.25,TRUE,FALSE,"",-203.293806757115,453
4,1,4,"s3",-268.509651699208,11,61,134.254825849604,-246.509651699208,-223.290039193302,-237.409667950788,-241.121896597167,-199.117985146426,NA,6.67530411650351,0.010475586089838,NA,NA,-3.03995637223008,2.10732960329851,59.5094398930118,0.166012699617444,0.2,TRUE,FALSE,"",-195.828163046636,454
5,1,4,"s3",-264.719714432493,12,60,132.359857216247,-240.719714432493,-215.587579685828,-230.889154918199,-234.081416560153,-192.923354964164,NA,6.52383599328025,0.0121475611844856,NA,NA,-4.16268707329318,3.99743118921299,76.3197158048637,0.129644828387828,0.166666666666667,TRUE,FALSE,"",-188.624606004804,455
1,2,4,"s3",-268.774821375166,9,63,134.387410687583,-250.774821375166,-231.486608837642,-243.18867310621,-247.378594960072,-203.136726451311,NA,3.00601106066997,0.360946060140233,NA,NA,-1.71770660201903,0.949410118731244,39.7072319468522,0.191419170961605,0.666666666666667,FALSE,FALSE,"",-202.337589551413,456
2,2,4,"s3",-268.887146823983,10,63,134.443573411992,-248.887146823983,-227.455799560068,-240.45809319181,-244.656377593214,-200.139316048181,NA,2.88562742040124,0.394011915758782,NA,NA,-1.58346248354999,0.979130615470743,37.6935701152915,0.198302744338339,0.5,FALSE,FALSE,"",-199.56033834605,457
3,2,4,"s3",-275.719783743688,11,62,137.859891871844,-253.719783743688,-230.321305508192,-244.532950865493,-248.439783743688,-204.462414669763,NA,3.56266520060213,0.229496882650674,NA,NA,-2.28064090370967,1.47475713002993,48.2483419660438,0.164820800238005,0.4,FALSE,FALSE,"",-201.837157059887,458
4,2,4,"s3",-271.509522383305,12,61,135.754761191653,-247.509522383305,-222.179036013225,-237.582267385029,-241.009522383305,-197.149106775515,NA,3.04460809659663,0.350745350462282,NA,NA,-3.334589606739,3.08550856234544,64.0822671818402,0.120678456375053,0.333333333333333,FALSE,FALSE,"",-191.349065671172,459
5,2,4,"s3",-270.814397614454,13,60,135.407198807227,-244.814397614454,-217.587918305567,-234.164624807302,-236.901354136194,-194.165450926663,NA,2.66470889757605,0.46299795113375,NA,NA,-5.76977050720782,9.78448668270645,100.633253312103,0.068662131671021,0.285714285714286,FALSE,FALSE,"",-187.927895315037,460
1,3,4,"s3",-273.776696583012,10,62,136.888348291506,-253.776696583012,-232.505352732561,-245.425030330107,-249.462971092816,-204.174537184344,NA,1.75512234864078,0.774497860809386,NA,NA,-1.65511713650499,1.07147573475282,39.005260131496,0.1566380565472,0.75,FALSE,FALSE,"",-203.695871884611,461
2,3,4,"s3",-273.781673694675,11,62,136.890836847337,-251.781673694675,-228.383195459179,-242.59484081648,-246.501673694675,-201.314302765392,NA,1.6927624739953,0.794588491990705,NA,NA,-1.62201547269115,1.17056532616823,38.5017465311305,0.159125862815143,0.6,FALSE,FALSE,"",-199.980852304834,462
3,3,4,"s3",-276.97434230862,12,62,138.48717115431,-252.97434230862,-227.448729688079,-242.952342805135,-246.606995369844,-201.551049047505,NA,1.99897670550959,0.690865223286382,NA,NA,-2.59469687087534,2.15438754742197,53.1350155974701,0.125925966856732,0.5,FALSE,FALSE,"",-198.883602434115,463
4,3,4,"s3",-272.876907004547,13,61,136.438453502273,-246.876907004547,-219.435546770294,-236.122380756414,-239.132226153483,-194.672043436414,NA,1.92372079218593,0.717516416340048,NA,NA,-4.53691509750287,6.38939474401943,82.4259621126397,0.078893846420086,0.428571428571429,FALSE,FALSE,"",-189.655201024772,464
5,3,4,"s3",-272.669335926676,14,60,136.334667963338,-244.669335926676,-215.348512055567,-233.200349826666,-235.336002593343,-192.025834961301,NA,1.49630930896626,0.855963100099958,NA,NA,-7.68439386381669,21.0620336455243,129.890063631601,0.0418779254011997,0.375,FALSE,FALSE,"",-185.789757753886,465
1,4,4,"s3",-269.308367095105,11,61,134.654183547552,-247.308367095105,-224.088754589198,-238.208383346685,-241.920611993064,-196.381625506397,NA,1.53708464097558,0.844118808397061,NA,NA,-2.18457128105594,1.6525900885073,46.9024763516618,0.135363451068816,0.8,FALSE,FALSE,"",-192.752153149889,466
2,4,4,"s3",-269.503244543979,12,61,134.751622271989,-245.503244543979,-220.172758173899,-235.575989545702,-239.003244543979,-193.370157294387,NA,1.56341114122583,0.836119256560857,NA,NA,-1.9691444665187,1.47138011402533,43.6078800768902,0.151441736715433,0.666666666666667,FALSE,FALSE,"",-188.397461149943,467
3,4,4,"s3",-272.254200906478,13,61,136.127100453239,-246.254200906478,-218.812840672225,-235.499674658345,-238.509520055414,-193.323223948977,NA,1.56877763571178,0.834465564758638,NA,NA,-3.28910924673359,3.63736208337076,63.5976183488776,0.0993602905986516,0.571428571428571,FALSE,FALSE,"",-186.383885985494,468
4,4,4,"s3",-272.910043737656,14,61,136.455021868828,-244.910043737656,-215.35780963923,-233.328246239667,-235.779608955048,-190.803290155214,NA,1.71541077798411,0.787324249589837,NA,NA,-4.37455762280965,5.94269728416571,79.9186404854709,0.0839658348867005,0.5,FALSE,FALSE,"",-182.107974846357,469
5,4,4,"s3",-272.827983274838,15,60,136.413991637419,-242.827983274838,-211.412814841506,-230.539783881969,-231.918892365747,-188.438691535693,NA,1.47084191942399,0.863144890653515,NA,NA,-6.48201918093706,14.6792877698588,111.558611925102,0.0525244684631858,0.444444444444444,FALSE,FALSE,"",-179.653177248794,470
1,5,4,"s3",-270.688616552286,12,60,135.344308276143,-246.688616552286,-221.55648180562,-236.858057037991,-240.050318679945,-193.969871038883,NA,1.50019324859565,0.854868895576889,NA,NA,-2.95542042546364,2.45273254501045,58.2554811177452,0.113124685299955,0.833333333333333,FALSE,FALSE,"",-189.283539647388,471
2,5,4,"s3",-270.776039450127,13,60,135.388019725064,-244.776039450127,-217.54956014124,-234.126266642974,-236.862995971866,-190.600311192447,NA,1.40094671583485,0.881850109655907,NA,NA,-3.28847078801497,3.37181470584367,63.2902073846386,0.100782502575075,0.714285714285714,FALSE,FALSE,"",-185.649155532115,472
3,5,4,"s3",-271.952428549072,14,60,135.976214274536,-243.952428549072,-214.631604677963,-232.483442449061,-234.619095215739,-188.53431491795,NA,1.30773564360693,0.905082854871808,NA,NA,-5.26894373315933,9.44999472833243,93.300256961147,0.0613853307063561,0.625,FALSE,FALSE,"",-183.584427970613,473
4,5,4,"s3",-272.757673030592,15,60,136.378836515296,-242.757673030592,-211.342504597261,-230.469473637723,-231.848582121501,-186.530948856932,NA,1.4328672928902,0.873595077439918,NA,NA,-11.9548116611018,50.4263715833973,194.253204695701,0.0288140583670341,0.555555555555556,FALSE,FALSE,"",-180.659489024387,474
5,5,4,"s3",-272.939714256429,16,60,136.469857128215,-240.939714256429,-207.430201260876,-227.832301570703,-228.288551465732,-183.623428474384,NA,1.16028847256816,0.937121404367399,NA,NA,-8.39695394178102,27.6545764066895,140.656933950975,0.0383858655950914,0.5,FALSE,FALSE,"",-175.703478892956,475
1,1,5,"s3",-270.506791391357,8,64,135.253395695678,-254.506791391357,-237.235726724479,-247.702846613015,-251.888609573175,-208.948437041318,NA,10.9402345410163,0.00396386749604001,-3.47320819409546,0.085706715085748,-1.52215836061787,0.6336922938648,36.6965701109528,0.268408341296941,0.5,TRUE,FALSE,"",-208.962569631271,476
2,1,5,"s3",-265.799944861161,9,63,132.899972430581,-247.799944861161,-228.511732323637,-240.213796592205,-244.403718446067,-201.520048250305,NA,10.2194932704994,0.00678916570174086,-3.18881898649625,0.152329397544362,-1.50744083243118,0.723261066184446,36.4630170537375,0.265722647305402,0.333333333333333,TRUE,FALSE,"",-201.649223878481,477
3,1,5,"s3",-271.025708291267,10,62,135.512854145633,-251.025708291267,-229.754364440816,-242.674042038362,-246.71198280107,-204.287570120206,NA,12.5692734296364,0.00119842230717426,-3.00955535479003,0.210979424816769,-1.90753415880461,0.899978755211983,42.5073419219302,0.245092815094884,0.25,TRUE,FALSE,"",-203.293806757115,478
4,1,5,"s3",-268.509651699208,11,61,134.254825849604,-246.509651699208,-223.290039193302,-237.409667950788,-241.121896597167,-199.117985146426,NA,10.0118107761263,0.00770943814795914,-1.7082879086004,0.796709622894369,-3.03995637223008,2.10732960329851,59.5094398930118,0.166012699617444,0.2,TRUE,FALSE,"",-195.828163046636,479
5,1,5,"s3",-264.719714432493,12,60,132.359857216247,-240.719714432493,-215.587579685828,-230.889154918199,-234.081416560153,-192.923354964164,NA,9.77938124708079,0.00906476996039314,-1.16296543605093,0.928491784516613,-4.16268707329318,3.99743118921299,76.3197158048637,0.129644828387828,0.166666666666667,TRUE,FALSE,"",-188.624606004804,480
1,2,5,"s3",-268.774821375166,9,63,134.387410687583,-250.774821375166,-231.486608837642,-243.18867310621,-247.378594960072,-203.136726451311,NA,4.45070286335154,0.293028920336981,-2.16601592600437,0.605022959395387,-1.71770660201903,0.949410118731244,39.7072319468522,0.191419170961605,0.666666666666667,FALSE,FALSE,"",-202.337589551413,481
2,2,5,"s3",-268.887146823983,10,63,134.443573411992,-248.887146823983,-227.455799560068,-240.45809319181,-244.656377593214,-200.139316048181,NA,4.27366071460001,0.32103779229074,-2.1580019451679,0.608740003138775,-1.58346248354999,0.979130615470743,37.6935701152915,0.198302744338339,0.5,FALSE,FALSE,"",-199.56033834605,482
3,2,5,"s3",-275.719783743688,11,62,137.859891871844,-253.719783743688,-230.321305508192,-244.532950865493,-248.439783743688,-204.462414669763,NA,5.34129687786946,0.177825573340696,-1.8572540117343,0.742551535663589,-2.28064090370967,1.47475713002993,48.2483419660438,0.164820800238005,0.4,FALSE,FALSE,"",-201.837157059887,483
4,2,5,"s3",-271.509522383305,12,61,135.754761191653,-247.509522383305,-222.179036013225,-237.582267385029,-241.009522383305,-197.149106775515,NA,4.53226783490235,0.280547510958779,-1.20639557094807,0.921766629396695,-3.334589606739,3.08550856234544,64.0822671818402,0.120678456375053,0.333333333333333,FALSE,FALSE,"",-191.349065671172,484
5,2,5,"s3",-270.814397614454,13,60,135.407198807227,-244.814397614454,-217.587918305567,-234.164624807302,-236.901354136194,-194.165450926663,NA,3.94184912332537,0.379911422301422,-0.621487617575289,0.979263998266585,-5.76977050720782,9.78448668270645,100.633253312103,0.068662131671021,0.285714285714286,FALSE,FALSE,"",-187.927895315037,485
1,3,5,"s3",-273.776696583012,10,62,136.888348291506,-253.776696583012,-232.505352732561,-245.425030330107,-249.462971092816,-204.174537184344,NA,2.56566722574177,0.672296133005436,-1.80109104212154,0.763359813964315,-1.65511713650499,1.07147573475282,39.005260131496,0.1566380565472,0.75,FALSE,FALSE,"",-203.695871884611,486
2,3,5,"s3",-273.781673694675,11,62,136.890836847337,-251.781673694675,-228.383195459179,-242.59484081648,-246.501673694675,-201.314302765392,NA,2.46925363410165,0.693088677901562,-1.6569434020001,0.813501234697074,-1.62201547269115,1.17056532616823,38.5017465311305,0.159125862815143,0.6,FALSE,FALSE,"",-199.980852304834,487
3,3,5,"s3",-276.97434230862,12,62,138.48717115431,-252.97434230862,-227.448729688079,-242.952342805135,-246.606995369844,-201.551049047505,NA,2.97462159056847,0.581253823815246,-1.3021329548039,0.904206918081637,-2.59469687087534,2.15438754742197,53.1350155974701,0.125925966856732,0.5,FALSE,FALSE,"",-198.883602434115,488
4,3,5,"s3",-272.876907004547,13,61,136.438453502273,-246.876907004547,-219.435546770294,-236.122380756414,-239.132226153483,-194.672043436414,NA,2.83996166121318,0.61134053719348,-0.732730879319449,0.972432483359084,-4.53691509750287,6.38939474401943,82.4259621126397,0.078893846420086,0.428571428571429,FALSE,FALSE,"",-189.655201024772,489
5,3,5,"s3",-272.669335926676,14,60,136.334667963338,-244.669335926676,-215.348512055567,-233.200349826666,-235.336002593343,-192.025834961301,NA,2.0827581062081,0.777534339960346,-0.373251862616807,0.989125204778647,-7.68439386381669,21.0620336455243,129.890063631601,0.0418779254011997,0.375,FALSE,FALSE,"",-185.789757753886,490
1,4,5,"s3",-269.308367095105,11,61,134.654183547552,-247.308367095105,-224.088754589198,-238.208383346685,-241.920611993064,-196.381625506397,NA,2.17570674590071,0.758735364816641,-1.38997373763798,0.885666378964391,-2.18457128105594,1.6525900885073,46.9024763516618,0.135363451068816,0.8,FALSE,FALSE,"",-192.752153149889,491
2,4,5,"s3",-269.503244543979,12,61,134.751622271989,-245.503244543979,-220.172758173899,-235.575989545702,-239.003244543979,-193.370157294387,NA,2.2166606068629,0.750411925000063,-1.42493393426515,0.877996595025181,-1.9691444665187,1.47138011402533,43.6078800768902,0.151441736715433,0.666666666666667,FALSE,FALSE,"",-188.397461149943,492
3,4,5,"s3",-272.254200906478,13,61,136.127100453239,-246.254200906478,-218.812840672225,-235.499674658345,-238.509520055414,-193.323223948977,NA,2.26545988135398,0.740008640471808,-0.897827730512272,0.959975474683862,-3.28910924673359,3.63736208337076,63.5976183488776,0.0993602905986516,0.571428571428571,FALSE,FALSE,"",-186.383885985494,493
4,4,5,"s3",-272.910043737656,14,61,136.455021868828,-244.910043737656,-215.35780963923,-233.328246239667,-235.779608955048,-190.803290155214,NA,2.49326381995193,0.687724028673425,-0.740986678180403,0.971925489837789,-4.37455762280965,5.94269728416571,79.9186404854709,0.0839658348867005,0.5,FALSE,FALSE,"",-182.107974846357,494
5,4,5,"s3",-272.827983274838,15,60,136.413991637419,-242.827983274838,-211.412814841506,-230.539783881969,-231.918892365747,-188.438691535693,NA,2.02412500807317,0.789380224534379,-0.447354556563206,0.986262982988144,-6.48201918093706,14.6792877698588,111.558611925102,0.0525244684631858,0.444444444444444,FALSE,FALSE,"",-179.653177248794,495
1,5,5,"s3",-270.688616552286,12,60,135.344308276143,-246.688616552286,-221.55648180562,-236.858057037991,-240.050318679945,-193.969871038883,NA,2.10813466484599,0.772324187686877,-1.15943013878449,0.92903922519503,-2.95542042546364,2.45273254501045,58.2554811177452,0.113124685299955,0.833333333333333,FALSE,FALSE,"",-189.283539647388,496
2,5,5,"s3",-270.776039450127,13,60,135.388019725064,-244.776039450127,-217.54956014124,-234.126266642974,-236.862995971866,-190.600311192447,NA,1.9442139449487,0.804977805599243,-0.92267378025708,0.957486742677172,-3.28847078801497,3.37181470584367,63.2902073846386,0.100782502575075,0.714285714285714,FALSE,FALSE,"",-185.649155532115,497
3,5,5,"s3",-271.952428549072,14,60,135.976214274536,-243.952428549072,-214.631604677963,-232.483442449061,-234.619095215739,-188.53431491795,NA,1.82047428761854,0.828894963691995,-0.525260691526105,0.98325385301959,-5.26894373315933,9.44999472833243,93.300256961147,0.0613853307063561,0.625,FALSE,FALSE,"",-183.584427970613,498
4,5,5,"s3",-272.757673030592,15,60,136.378836515296,-242.757673030592,-211.342504597261,-230.469473637723,-231.848582121501,-186.530948856932,NA,2.03561154411997,0.787069255634819,-0.231290812294131,0.990437939313311,-11.9548116611018,50.4263715833973,194.253204695701,0.0288140583670341,0.555555555555556,FALSE,FALSE,"",-180.659489024387,499
5,5,5,"s3",-272.939714256429,16,60,136.469857128215,-240.939714256429,-207.430201260876,-227.832301570703,-228.288551465732,-183.623428474384,NA,1.52338904196726,0.879336398996771,-0.2987437701263,0.990190352015244,-8.39695394178102,27.6545764066895,140.656933950975,0.0383858655950914,0.5,FALSE,FALSE,"",-175.703478892956,500
