"year","gdp_real_2017","yk_gpim","yk_chain","yk_nominal","ln_yk_gpim","ln_yk_chain","ln_divergence"
1948,2274.533852656,0.00071183276607768,42.2101074983484,0.00131835342715788,-7.2476675532451,3.7426597065419,-10.990327259787
1949,2261.95417565997,0.00069234535189566,38.6599356622053,0.00129838413777001,-7.27542566340431,3.65480380958339,-10.9302294729877
1950,2458.60598605986,0.00073461144022569,39.158506451436,0.00127289670426709,-7.21616885129174,3.66761767728829,-10.88378652858
1951,2656.30934150077,0.00077349868851044,40.2343094091391,0.00135486818980668,-7.16458658347885,3.69472009951738,-10.8593066829962
1952,2764.87279843444,0.00078657135172626,40.6850230794673,0.00136011922393365,-7.1478271190134,3.70586004142061,-10.853687160434
1953,2894.45973079497,0.00080241847183727,41.4358480658941,0.00140499740094721,-7.12788030084714,3.72414640147164,-10.8520267023188
1954,2877.608311229,0.00077794549333326,40.6304121657771,0.00138049521924321,-7.15885409622315,3.70451685431877,-10.8633709505419
1955,3082.95051083255,0.00081115751220362,42.5968982498453,0.00136857612475112,-7.11704830297388,3.75178143958798,-10.8688297425619
1956,3148.71417560087,0.00080374569268223,43.3719134907418,0.00132282090004798,-7.12622764145358,3.76981207702023,-10.8960397184738
1957,3215.13157894737,0.00079767141710338,44.0320411261247,0.00132138148266875,-7.13381380332589,3.78491757631582,-10.9187313796417
1958,3191.17374005305,0.00077310050821295,43.1251350043657,0.00132595907188458,-7.1651014942678,3.76410600588264,-10.9292075001504
1959,3412.40269510041,0.00080689164750281,45.3475441209357,0.00139133333866765,-7.12232116450456,3.8143560212014,-10.936677185706
1960,3500.36786060019,0.00080634248125583,46.3250600256771,0.00142847511015478,-7.12300199099887,3.83568306792184,-10.9586850589207
1961,3590.09578544061,0.00080601451087864,47.187189945593,0.00143679432856113,-7.12340881204819,3.85412245629824,-10.9775312683464
1962,3810.2334384858,0.00083242454199052,49.358552218224,0.00149372504983849,-7.09116798046938,3.89911104809371,-10.9902790285631
1963,3976.11027944112,0.00084581420348403,50.0889416792573,0.00152776313140513,-7.0752108401087,3.91380025876255,-10.9890110988713
1964,4205.33300565249,0.00086755408259975,51.3917193861894,0.00155162017201435,-7.04983270503204,3.93947705804688,-10.9893097630789
1965,4478.63521177748,0.00088971960055668,52.265552710672,0.00157725095724382,-7.02460420043281,3.9563375060875,-10.9809417065203
1966,4773.83649275192,0.00091222792136164,52.9232563523599,0.00160863434555181,-6.99962068533946,3.96884287084495,-10.9684635561844
1967,4904.80237266868,0.00090484893754611,52.0232323868932,0.00158573325219893,-7.00774254803557,3.95169039547747,-10.959432943513
1968,5145.7932166302,0.00091834854825749,53.0346523816072,0.00158454787413247,-6.99293355720713,3.9709455184268,-10.9638790756339
1969,5306.71151439299,0.00091495976719347,53.1292763973148,0.00156097227995846,-6.99663046393583,3.97272812089551,-10.9693585848313
1970,5316.27619000446,0.00088727838276961,51.5978006076156,0.00149444718279462,-7.02735177735269,3.94347904769568,-10.9708308250484
1971,5491.46709409768,0.00088964373751971,51.8527651583748,0.00145466420403387,-7.02468947029916,3.94840826321256,-10.9730977335117
1972,5779.9819249887,0.0009087810395511,52.7635394129234,0.00146306061056653,-7.00340637338503,3.96582041075677,-10.9692267841418
1973,6106.48616228258,0.00092884491727814,52.556038921444,0.0014363511592075,-6.98156876820068,3.9618800083502,-10.9434487765509
1974,6073.35219903313,0.00089742235013738,50.0197843750412,0.00128376668530397,-7.01598395929751,3.91241861466532,-10.9284025739628
1975,6060.80575539568,0.00087576843577331,48.036440666997,0.00129615278396402,-7.04040884469711,3.87195990343854,-10.9123687481356
1976,6387.3576542789,0.00090360715224835,49.0942450215128,0.00132358350130598,-7.00911585812027,3.8937418185931,-10.9028576767134
1977,6682.80046224961,0.00092483008095463,49.8125393171506,0.00133198417608741,-6.98590053359134,3.90826674585302,-10.8941672794444
1978,7052.75170200642,0.00094935087204266,50.8728077470078,0.00133220503367054,-6.95973209950714,3.92932855186641,-10.8890606513735
1979,7275.91525893105,0.00094801726925372,50.5577345961174,0.00129117487919192,-6.96113783936281,3.92311594258709,-10.8842537819499
1980,7257.389957075,0.0009150868553788,50.0212974172215,0.00123377769602414,-6.99649157328249,3.91244886308233,-10.9089404363648
1981,7441.44836067476,0.00090537890505319,50.9430039615179,0.00121634278050812,-7.00715702226942,3.930707438396,-10.9378644606654
1982,7307.39089578007,0.00086187548056862,50.8548962411012,0.00119120469244567,-7.05639975183181,3.92897640578644,-10.9853761576183
1983,7642.24007402423,0.00088143148930366,54.2765022799693,0.0012620803687431,-7.0339632797325,3.99409139442265,-11.0280546741552
1984,8195.37012604786,0.00091770063907119,58.7368045327991,0.00132366692849678,-6.99363932175599,4.07306652410004,-11.066705845856
1985,8536.92795026168,0.00092487527802322,62.0989427033794,0.00135422461448575,-6.98585166411234,4.12872896308402,-11.1145806271964
1986,8832.63129472121,0.0009337022638702,65.4933621135612,0.0013743268856804,-6.97635294585465,4.18194879572809,-11.1583017415827
1987,9137.68020476531,0.00094372994995659,68.9953881014302,0.00138278372369018,-6.96567050270583,4.23403966325372,-11.1997101659595
1988,9519.41172193136,0.00096165606192935,72.1009151166135,0.00140075456798789,-6.94685369520747,4.27806673653509,-11.2249204317426
1989,9868.94078544564,0.00097589860476628,74.3652712735808,0.00142559180868053,-6.93215186550711,4.30898904890425,-11.2411409144114
1990,10055.0442627097,0.00097184674809215,75.0931229991538,0.0014344663411311,-6.93631243250638,4.31872898332757,-11.2550414158339
1991,10044.2488990377,0.00095645627620206,75.2880114760979,0.00145950572662689,-6.95227548241102,4.32132091198579,-11.2735963943968
1992,10398.0847433301,0.00098003631208124,78.9186513303286,0.00149804035362088,-6.92792093384198,4.36841759193501,-11.296338525777
1993,10684.1122223261,0.00099543379344702,81.0224942162961,0.00150355195611337,-6.91233194250085,4.39472682249319,-11.307058764994
1994,11114.6909889574,0.00102461747797562,83.4868737480932,0.00151728750178281,-6.88343592826422,4.42468941887786,-11.3081253471421
1995,11413.0013893246,0.0010368556226739,84.3564166401168,0.00152065612496223,-6.87156258539296,4.43505087770647,-11.3066134630994
1996,11843.6740801596,0.0010576298472681,85.9420512311124,0.00153767220935187,-6.8517248675668,4.45367324623879,-11.3053981138056
1997,12370.2797807903,0.00108317552072027,87.0325170669249,0.00154117015026206,-6.82785825510126,4.46628180821388,-11.2941400633151
1998,12924.9090831301,0.00110839731722134,88.5328384350305,0.00153994141205777,-6.80484016538497,4.48337353895278,-11.2882137043377
1999,13543.8567872762,0.00113936827412869,92.0949844100269,0.0015559746680022,-6.77728131567225,4.52282048368962,-11.3001017993619
2000,14096.08096587,0.0011598671860843,94.6407751010118,0.0015545133111607,-6.7594497751738,4.55008840963038,-11.3095381848042
2001,14230.6737493276,0.00114861767167097,94.2534838314751,0.00150960708296076,-6.76919608425197,4.54598778937416,-11.3151838736261
2002,14472.7643514534,0.00115517486838217,94.4136599764722,0.00148777184511154,-6.7635035452717,4.54768576582356,-11.3111893110953
2003,14877.3472196972,0.00117633731688481,95.4924851709749,0.00149660344714745,-6.74534963654901,4.55904755508135,-11.3043971916304
2004,15449.746449663,0.00121145573374782,97.1957248885722,0.00143983213973867,-6.71593255675921,4.57672672787127,-11.2926592846305
2005,15988.0290843102,0.00124416530576163,98.9468448484992,0.00137715661326195,-6.6892904110482,4.59458278521881,-11.283873196267
2006,16433.2326248052,0.00126398412410861,100.466669263768,0.00133575124884813,-6.67348654337701,4.60982602337466,-11.2833125667517
2007,16762.4732191456,0.00126833604741844,100.870591890296,0.00132284940966696,-6.67004943645575,4.61383842690217,-11.2838878633579
2008,16781.4550123277,0.00124716913839108,98.8196551170817,0.00125772670373745,-6.68687898524216,4.5932965234002,-11.2801755086424
2009,16349.0525769005,0.00120471857538501,95.1029473552897,0.00129058010139359,-6.72150928671429,4.55495996124028,-11.2764692479546
2010,16789.7302302749,0.0012340750244889,96.7061228819631,0.00131093039650908,-6.69743355754405,4.57167671877906,-11.2691102763231
2011,17052.4283731048,0.00124868244888453,96.4585704279481,0.00129911689346501,-6.68566632445206,4.56911359416969,-11.2547799186218
2012,17442.6892740248,0.00126776804423366,95.0487936768774,0.00131733290410927,-6.67049737011601,4.55439037739548,-11.2248877475115
2013,17812.0764790917,0.00128329571064005,92.6997755849225,0.00131371251809978,-6.65832373616466,4.52936605169426,-11.1876897878589
2014,18261.7251428631,0.00129941316740228,90.8245309642759,0.00130702319042395,-6.64584252612123,4.50892941392411,-11.1547719400453
2015,18799.6002712812,0.0013242643618068,92.6983702061163,0.00133912816442354,-6.62689817236016,4.52935089103771,-11.1562490633979
2016,19141.6139900856,0.00133808921439947,95.2593981849768,0.00134572534681302,-6.61651264207034,4.55660367774806,-11.1731163198184
2017,19612.102,0.0013609357404626,98.06051,0.0013609357404626,-6.59958277137045,4.58558473710697,-11.1851675084774
2018,20193.8743388959,0.0013861019519805,101.145364628934,0.00137311701342279,-6.58125982249222,4.61655873586011,-11.1978185583523
2019,20715.7041325652,0.00140488942025431,103.200291594133,0.00136467039001096,-6.56779668373912,4.63667167856802,-11.2044683623071
2020,20284.5791776194,0.00136529601287365,100.738878900364,0.00134462630542626,-6.59638401460769,4.61253181161118,-11.2089158262189
2021,21532.358920371,0.00144107491717252,105.719723285108,0.00131136597562921,-6.54236597360589,4.66079147230084,-11.2031574459067
2022,22075.8784304754,0.00146589026761221,107.155095333783,0.00125565167287281,-6.52529252987976,4.67427727406739,-11.1995698039472
2023,22723.68412452,0.00148827788525406,109.435784922849,0.00131649957832655,-6.51013560916422,4.69533793817317,-11.2054735473374
2024,23358.4311318047,0.00150978547163455,111.423758952683,0.00136013950871122,-6.49578771001365,4.71334058080948,-11.2091282908231
