"year","ME_p_K","NRC_p_K","RC_p_K","IP_p_K","NR_p_K","TOTAL_PRODUCTIVE_p_K","TOTAL_ALL_p_K"
1948,0.582496989160979,0.210837438423645,0.16863595905652,1.91208791208791,0.251011618698402,0.210343899505105,0.213739495567993
1949,0.597964847363552,0.216425613975384,0.179070245808907,1.9030612244898,0.258101348961754,0.218935242998038,0.222293437511127
1950,0.612765957446809,0.222222222222222,0.19047619047619,1.9047619047619,0.265411764705882,0.228165680473373,0.231492417442245
1951,0.617342432757929,0.227544730115772,0.200979335130279,1.84243697478992,0.270807342719658,0.236037043664996,0.239450704476866
1952,0.621715756795639,0.233048433048433,0.211981020166074,1.80639097744361,0.276363421570034,0.244238501312747,0.247744232448462
1953,0.626088819077538,0.238765132082264,0.22355385107063,1.70941558441558,0.282125472580349,0.252833928022024,0.256410256410256
1954,0.63048747643415,0.244726062467998,0.235417136838938,1.7172619047619,0.288119546776539,0.261679033219858,0.265361361873857
1955,0.635122261035249,0.250413990872006,0.248385494287134,1.67328042328042,0.293822559839473,0.270993046888929,0.274762985142565
1956,0.629870906048291,0.253529434294688,0.251744692251021,1.59677419354839,0.296285231230946,0.273862306844197,0.277722680741625
1957,0.62684124386252,0.256357238727464,0.254601072216966,1.55,0.298558699872713,0.276370246797239,0.280331594114585
1958,0.622606382978723,0.259465593727432,0.258047619047619,1.52472527472527,0.301044489783489,0.279299808847213,0.283380389874193
1959,0.618978321959052,0.262392911821232,0.26113074204947,1.48133116883117,0.303368065366186,0.281957163937642,0.286143733442888
1960,0.614657210401891,0.265432098765432,0.264550264550265,1.42857142857143,0.305760305760306,0.284831385194142,0.289117922634186
1961,0.622766855193464,0.265874901029295,0.267365615728868,1.39795918367347,0.307117328810113,0.286932565306534,0.29136287227793
1962,0.632615568657609,0.266376835827551,0.270067344891818,1.38364055299539,0.308641610089685,0.289048038409378,0.293638733399851
1963,0.640445795339412,0.266777857199587,0.272958373053702,1.34336734693878,0.309955980144235,0.291169352050342,0.295901695770899
1964,0.65009250693802,0.267300724637681,0.275810904071774,1.3209706959707,0.311505181070398,0.293377495049331,0.298270283940282
1965,0.65917164097118,0.267795232288454,0.278665683140726,1.29802955665025,0.312999636243666,0.295561170755263,0.300618375655963
1966,0.674652644774872,0.272619859122927,0.283670131993926,1.27614138438881,0.319029453263496,0.301067846525988,0.306277824883487
1967,0.689983786108997,0.277402227402227,0.288811188811189,1.25595238095238,0.325014033091366,0.306627254294364,0.311991404680712
1968,0.705364719192935,0.28235921414216,0.294123232749525,1.2389880952381,0.33119156547388,0.312369077573937,0.317895936477618
1969,0.720837933812778,0.287508771929825,0.299421888053467,1.21588486140725,0.337580298678326,0.318201951257592,0.323881601246516
1970,0.737588652482269,0.292592592592593,0.304761904761905,1.19047619047619,0.343980343980344,0.324062877871826,0.329890303467051
1971,0.755585772942996,0.308435821317501,0.323992098410703,1.16251056635672,0.360768381045103,0.341996956808682,0.347885965284814
1972,0.773191489361702,0.325079654073737,0.3445422982471,1.13182498130142,0.37827333640375,0.360975080158943,0.366896833069267
1973,0.792435511203163,0.342599829529921,0.366355239692299,1.1063122923588,0.396683012962905,0.381055380525948,0.386994747674816
1974,0.810808422261991,0.361085028690662,0.389374780470671,1.07701352145797,0.415927749083257,0.40217816354025,0.408091071233106
1975,0.83030617540218,0.38061777192212,0.414181577203446,1.05083420229406,0.436205016357688,0.424748690358205,0.430607000464681
1976,0.88458763188174,0.410477068320206,0.443321283527469,1.0253120665742,0.469873954609978,0.455996183976199,0.461683499039937
1977,0.942602671944582,0.442821158690176,0.474387935386169,1.00164203612479,0.506282985674793,0.489530166642362,0.494984238990246
1978,1.00402809336914,0.477562904476739,0.507822137601396,0.975917848055253,0.545323221379559,0.525535368376769,0.530662834523636
1979,1.07013995631421,0.515107180551006,0.543676355066771,0.952515317639471,0.587484175879821,0.564262061033888,0.568978789920707
1980,1.13981762917933,0.555555555555556,0.582010582010582,0.928571428571429,0.632784250703094,0.605747558226897,0.609936967000371
1981,1.13490595127968,0.572958313962498,0.594655344655345,0.906607765057242,0.649609219662904,0.620236086489103,0.624274388275097
1982,1.12928729217533,0.590848178844749,0.607670298228238,0.883820346320346,0.666661209878968,0.635018855450541,0.638836578253389
1983,1.12430011198208,0.609462770589069,0.620774903916069,0.862561251413494,0.68426126568958,0.650080453029652,0.653623340974761
1984,1.11975778090382,0.628537400145243,0.634291598369268,0.841397408561588,0.702129025778483,0.665478062031992,0.668666599779272
1985,1.1144883485309,0.648148148148148,0.648148148148148,0.821428571428571,0.72021293251918,0.681150068115007,0.683910873690869
1986,1.11864886540548,0.649642810069856,0.649501080264259,0.802984126984127,0.723282618035288,0.68324908181658,0.68575143971763
1987,1.12256443593303,0.650929885546136,0.65079168582511,0.785347261434218,0.726161266410608,0.685229945147644,0.687450109532077
1988,1.12665341480773,0.652404005885424,0.652146085175538,0.767794398152796,0.729262365822327,0.687343173007514,0.689237070180279
1989,1.13085144472123,0.653863592007086,0.653379145126718,0.750982142857143,0.732390974727884,0.689398604181282,0.69093657829031
1990,1.13475177304965,0.655270655270655,0.654761904761905,0.734126984126984,0.735468564650059,0.69151809832523,0.692647522877879
1991,1.10498982935555,0.66436024392973,0.658888502684123,0.725050150451354,0.741986815709148,0.696773590267975,0.697579313699122
1992,1.07580691851209,0.673421892699001,0.662861088408534,0.716372282608696,0.748043093874456,0.701747802419139,0.702195297593859
1993,1.04745804184138,0.682836495031617,0.666961028988289,0.707496203714519,0.753988011007996,0.706752796712517,0.706777229124378
1994,1.01990225791398,0.692237841844704,0.671195458751512,0.69890049042873,0.75946354566143,0.711639075329869,0.711189707171542
1995,0.99290780141844,0.701754385964912,0.675324675324675,0.69047619047619,0.764525993883792,0.716292134831461,0.715315315315315
1996,0.977225299950356,0.715778081567555,0.693123832969094,0.6850952237651,0.774257326503158,0.730451179997749,0.728620298444004
1997,0.961634375599463,0.730211050071213,0.711435860058309,0.67990100931677,0.783907662819284,0.744842750602858,0.742047359089914
1998,0.946332621711911,0.744827006348005,0.730177788220551,0.674637249404178,0.793301236383273,0.759338356941369,0.755451734688544
1999,0.931339907621735,0.759766463667901,0.749508355680802,0.669504399012596,0.802539792958917,0.774066147179386,0.768953604877426
2000,0.916530278232406,0.774928774928775,0.769230769230769,0.664285714285714,0.811496196111581,0.788854003139717,0.782366071428571
2001,0.902996181767942,0.806594535445907,0.812547084949682,0.668776943307215,0.831882556245068,0.821448967812934,0.813360056942692
2002,0.889749097032483,0.839525864662477,0.858390135043115,0.673239690257518,0.852905911980778,0.855886322966237,0.846041958429817
2003,0.876715971030074,0.873779321210952,0.906838850726381,0.67775974025974,0.874573787782477,0.892231167294804,0.880473422274267
2004,0.863724443828401,0.909416249251804,0.957853885528153,0.682219288493608,0.896863326009223,0.930473388460269,0.916631611163825
2005,0.851063829787234,0.946502057613169,1.01190476190476,0.686813186813187,0.919881305637982,0.970937912813738,0.954828660436137
2006,0.885640254880779,1.02776866533017,1.06445155176498,0.704261767012101,0.988036309047063,1.0302092179317,1.01126800544081
2007,0.921618874754555,1.1159935830369,1.11989343329856,0.722049689440994,1.0615353387266,1.09356906972538,1.07143824281402
2008,0.895759499870648,1.08503221251434,1.04125654695922,0.740420040585535,1.03188669092273,1.03700226422924,1.01889778694476
2009,0.87063514359361,1.05492057977728,0.968046218487395,0.759112580014056,1.00306229014367,0.984047700986609,0.969976050472841
2010,0.846228239845261,1.02564102564103,0.900116144018583,0.778388278388278,0.975044320196372,0.934579439252336,0.924567067801585
2011,0.868373683308253,1.03810310625686,0.91941977704873,0.810482004912605,0.990299869167264,0.952064789932136,0.942875626531582
2012,0.891110444149522,1.05062967091953,0.939211335986677,0.843752161881702,1.00576390542183,0.969906466043107,0.961615112179355
2013,0.914454876713974,1.06335935350912,0.959392724945034,0.878578152051502,1.02153568558574,0.988093266070826,0.980806048650364
2014,0.938426132280571,1.07629762617195,0.979974426096358,0.914728365620202,1.03762430174458,1.00663514686738,1.00044295082283
2015,0.963045912653975,1.08932461873638,1.00108225108225,0.952380952380952,1.05395232120452,1.02556653108658,1.0205739036275
2016,0.981327587975788,1.0436554993171,1.00052283998558,0.97588429279164,1.02688733733496,1.01274606780242,1.01025986078297
2017,1,1,1,1,1,1,1
2018,0.995929071184913,1.02578089699302,1.03982363315697,1.00961213481323,1.01794826997664,1.02968789501935,1.02830994701338
2019,0.991860247191233,1.05219458157218,1.08131067741556,1.01924356202587,1.03611154934318,1.06040870224998,1.05749973557625
2020,0.987841945288754,1.07936507936508,1.12433862433862,1.02905569007264,1.05458099696486,1.09214368812175,1.08755476300553
2021,1.00980320339312,1.14538970364847,1.17741562644475,1.05120134028635,1.10826615107059,1.14556921978419,1.13851652364394
2022,1.03230419652646,1.21533648225858,1.23307605664244,1.07378611936268,1.16467401370398,1.20163818772451,1.19182102698227
2023,1.05531914893617,1.28968253968254,1.29136400322841,1.0969387755102,1.22410097642296,1.2605133806663,1.24761042358386
