"year","KNC","KNR","KGC","KGR","IG_cc","IG_R","DEP","pK","z","rho","Ret_R","sfc_max_resid","account"
1935,83436,1829704.64028,47588.3101805641,1043584.92689561,3428,75174.1155721732,3904,4.5600802535666,0.046511303634066,0.026318035328435,26175.5592376054,3.72529029846191e-09,"NF_corp"
1936,91866,1837642.25502,55142.5579328893,1103044.59220349,4422,88455.5118509398,-4008,4.99912318347295,-0.0438180336995967,0.0277848460587817,28995.8465430595,3.72529029846191e-09,"NF_corp"
1937,95067,1861792.87008,60416.5625679002,1183198.43293318,5723,112079.276672955,2522,5.10620711507586,0.0268773029959792,0.0289430147873591,31925.4359432621,3.72529029846191e-09,"NF_corp"
1938,93989,1863481.72428,62373.2475443648,1236649.04279135,4467,88565.3944861501,5545,5.04373070985254,0.0590497817264569,0.0296778491676428,35114.7846279823,3.72529029846191e-09,"NF_corp"
1939,94830,1868717.1723,65643.9409612188,1293577.55701441,4824,95061.6011723632,3983,5.07460419402494,0.0421194793862446,0.0308358197271761,38133.0869492989,3.72529029846191e-09,"NF_corp"
1940,100547,1888983.4227,72640.7584543806,1364706.93837389,5979,112327.885310584,262,5.32281007825279,0.00263400590545585,0.0318484993247654,41198.5039511052,3.72529029846191e-09,"NF_corp"
1941,112617,1920733.88166,84748.8890558626,1445430.64228882,7339,125169.965080785,-4731,5.86322764831276,-0.0427157508538014,0.0325683558250403,44446.2611658624,3.72529029846191e-09,"NF_corp"
1942,120147,1918369.48578,93512.6586336696,1493102.87278911,5984,95545.6482717631,-1546,6.2629749321283,-0.0128517307644599,0.0331205222657105,47873.417771467,3.72529029846191e-09,"NF_corp"
1943,121044,1903338.6834,96927.2291483337,1524118.04560986,5216,82018.229508397,4319,6.35956180871472,0.0354016703446049,0.0341591042500489,51003.0566876508,3.72529029846191e-09,"NF_corp"
1944,122510,1906209.73554,101135.38704882,1573628.76010176,6646,103409.271915753,5180,6.42688984931109,0.0423460424830322,0.0353637682980696,53898.5574238537,3.72529029846191e-09,"NF_corp"
1945,134003,1936102.45488,113996.133140544,1647039.19479589,9022,130351.681290175,-2471,6.92127628175057,-0.0187290554947323,0.0361846758522383,56941.2465960417,3.72529029846191e-09,"NF_corp"
1946,161715,1992172.41432,141769.81479468,1746467.02048181,12964,159703.943228794,-14748,8.11752029280052,-0.0938385763432126,0.0365966503610394,60276.1175428731,3.72529029846191e-09,"NF_corp"
1947,192728,2075432.92638,173066.487597363,1863703.70061695,16831,181248.244074041,-14182,9.28615892859322,-0.0766609941191812,0.0366520313227827,64011.5639389064,3.72529029846191e-09,"NF_corp"
1948,211040,2156329.04256,194649.065120068,1988852.50296416,18915,193266.507960682,603,9.78700355254932,0.00296864908310353,0.0365496433746002,68117.7056134721,3.72529029846191e-09,"NF_corp"
1949,215670,2209190.17902,204285.86406433,2092578.12678413,17205,176237.385960213,12575,9.76240081311929,0.0597360259594365,0.0364590948962625,72511.7621402393,3.72529029846191e-09,"NF_corp"
1950,241923,2269313.38854,233818.311394503,2193288.87511051,18927,177541.178411712,-7326,10.6606254218438,-0.0311064984215169,0.0367156805769544,76830.4300853277,3.72529029846191e-09,"NF_corp"
1951,262117,2342947.43166,259077.394904334,2315777.75189047,22791,203718.62532748,2597,11.1874895893113,0.0102292744316613,0.0370355904638573,81229.7485475273,3.72529029846191e-09,"NF_corp"
1952,277787,2421310.26654,280246.638322454,2442749.52583627,24435,212985.90777432,8765,11.4725900203179,0.032608280772771,0.0371426548848668,86014.1338285203,3.72529029846191e-09,"NF_corp"
1953,292500,2509130.68494,301082.212814788,2582750.83372041,26931,231020.165730322,12218,11.6574238940844,0.0432859634595563,0.0372608230534871,91018.8578461746,3.72529029846191e-09,"NF_corp"
1954,301967,2583102.4989,317038.503835346,2712027.97492639,26377,225635.564858032,16910,11.6900897323506,0.0576504207453069,0.0373084474096355,96358.4236520502,3.72529029846191e-09,"NF_corp"
1955,332305,2666869.66722,354209.343782078,2842660.07065294,28956,232382.5343706,-1382,12.4604889426937,-0.00429369626546671,0.0375182113107872,101750.438644055,3.72529029846191e-09,"NF_corp"
1956,368854,2774787.4506,398952.995274206,3001213.93469001,35341,265860.647550669,-1208,13.2930542092599,-0.00340753532465416,0.0377487215659087,107306.783513604,3.72529029846191e-09,"NF_corp"
1957,396424,2881691.92146,435574.865028179,3166288.03942933,38305,278447.341865087,10735,13.7566405710418,0.0281228892629996,0.0377757932599612,113373.237125764,3.72529029846191e-09,"NF_corp"
1958,404910,2943335.09976,453062.563812608,3293361.35550346,33954,246815.341624685,25468,13.7568433860289,0.0642433972949808,0.0378177929674826,119742.025550555,3.72529029846191e-09,"NF_corp"
1959,422056,3016124.71578,480103.408286131,3430946.97353436,36860,263411.388592156,19714,13.9933205610449,0.0478645807885574,0.0382058805514888,125825.770561254,3.72529029846191e-09,"NF_corp"
1960,431682,3106478.41548,498455.714025098,3586996.71677679,40047,288187.001322102,30421,13.8961853991604,0.0725819431500229,0.0385133489671948,132137.25807967,3.72529029846191e-09,"NF_corp"
1961,443252,3190414.46922,519265.705889766,3737541.67254845,40201,289356.510691691,28631,13.8932419056,0.0663383368096337,0.0386985452957887,138811.554920032,3.72529029846191e-09,"NF_corp"
1962,457910,3288030.24198,543749.297295738,3904400.71971296,43511,312431.446919246,28853,13.9265750708015,0.0649380951142526,0.0389487027860954,145572.399754735,3.72529029846191e-09,"NF_corp"
1963,473397,3392401.43154,569738.42040151,4082791.89131621,46201,331080.126275789,30714,13.9546279988774,0.0669394767075591,0.0391068862121714,152688.954672535,3.72529029846191e-09,"NF_corp"
1964,499570,3521261.007,608273.761212644,4287468.57685472,51757,364813.551532916,25584,14.1872470971874,0.0531573198153778,0.0392223924846649,160136.865994412,3.72529029846191e-09,"NF_corp"
1965,534604,3698084.04174,657066.830863296,4545211.71104637,61567,425885.21634295,26533,14.4562425830772,0.0521233970317517,0.0392170995862202,168142.082151301,3.72529029846191e-09,"NF_corp"
1966,582406,3916621.77522,720914.729453728,4848079.05044815,71377,480003.146344437,23575,14.870110861478,0.042870714181567,0.0389719595485851,177135.806942654,3.72529029846191e-09,"NF_corp"
1967,632741,4112866.63326,790268.421236841,5136807.35249345,73210,475870.800566052,22875,15.3844278558205,0.0379636638314252,0.0386013710942788,187142.498520748,3.72529029846191e-09,"NF_corp"
1968,696068,4311982.54344,876899.251091756,5432190.91103637,79559,492849.864055729,16232,16.1426442010754,0.0244485289132358,0.0384414465956099,197466.305512813,3.72529029846191e-09,"NF_corp"
1969,767094,4523595.9747,974416.586014208,5746188.79325713,88572,522314.009327577,17546,16.9576152311187,0.0239958619170458,0.0383484547061088,208316.127106814,3.72529029846191e-09,"NF_corp"
1970,843414,4703627.83242,1081854.46166378,6033384.26503413,90918,507039.763707932,14598,17.9311380502242,0.0179970654562517,0.0382591487750829,219844.291930939,3.72529029846191e-09,"NF_corp"
1971,921543,4859509.07508,1194039.9917694,6296448.64755293,93782,494534.145535425,15653,18.9637057110513,0.0175485576449425,0.0383648302260611,231469.763016623,3.72529029846191e-09,"NF_corp"
1972,998403,5044776.38082,1304820.91954527,6593058.871139,106816,539724.774358319,29956,19.790827672677,0.0311478064374415,0.0386113767269004,243114.550772249,3.72529029846191e-09,"NF_corp"
1973,1124922,5270238.41652,1477716.03385701,6923071.83106097,124968,585472.730052103,-1551,21.3448028551012,-0.00144038214696822,0.0387467752257461,255459.770130134,3.72529029846191e-09,"NF_corp"
1974,1372198,5484216.24366,1805742.48970474,7216948.49715988,140734,562466.705850939,-106542,25.0208587523572,-0.0807957229751835,0.0387963676105417,268590.039752027,3.72529029846191e-09,"NF_corp"
1975,1518805,5618817.9234,2017964.2211729,7465457.0762581,143302,530145.638221541,-3305,27.030685469889,-0.00222946076556173,0.0390243964237999,281637.059123314,3.72529029846191e-09,"NF_corp"
1976,1666379,5767099.32216,2232320.5809964,7725742.16880324,160253,554612.70675765,12679,28.8945777922874,0.00780950828181474,0.0394252637455447,294327.614212519,3.72529029846191e-09,"NF_corp"
1977,1850996,5959628.70096,2495299.36981849,8034084.21296299,191207,615626.789590285,6590,31.0589147894706,0.00367910096584308,0.0397741393275265,307284.745430527,3.72529029846191e-09,"NF_corp"
1978,2097947,6206032.52874,2838073.70926873,8395435.04134448,230684,682396.842179453,-16267,33.8049629982514,-0.00807435423614423,0.0399604989551834,321046.013797963,3.72529029846191e-09,"NF_corp"
1979,2414175,6483342.38838,3273597.31205292,8791347.85826195,272473,731734.754352549,-43755,37.2365803837059,-0.0189340643945814,0.040000540267572,335821.937435085,3.72529029846191e-09,"NF_corp"
1980,2766412,6732786.15372,3764490.64150379,9161871.21329913,296668,722019.063918102,-55569,41.0886657742947,-0.020859869387779,0.0399820044147831,351495.708880923,3.72529029846191e-09,"NF_corp"
1981,3125661,6986620.93998,4273635.2075847,9552625.58260382,339138,758056.824570207,-20111,44.7378071152225,-0.006676735202981,0.040090331627053,367302.455265513,3.72529029846191e-09,"NF_corp"
1982,3320755,7179488.08962,4584730.92683407,9912210.04961753,343827,743355.607802977,148733,46.2533673508157,0.0460253183211791,0.0401744146120566,383771.140789265,3.72529029846191e-09,"NF_corp"
1983,3415779,7344489.14496,4765970.48545067,10247623.893581,342125,735625.269878244,247101,46.5080543055061,0.0740036009602913,0.0403755997816268,400211.425914777,3.72529029846191e-09,"NF_corp"
1984,3613437,7601701.63962,5074147.40055949,10674644.2831317,401008,843613.205682218,203350,47.5345806939699,0.0582469133742665,0.0406526254727643,416592.816131499,3.72529029846191e-09,"NF_corp"
1985,3801706,7867696.17612,5376166.49114989,11126069.3342948,428068,885894.113516231,239799,48.3204474969296,0.0652838262316224,0.0407010342292835,434469.062353169,3.72529029846191e-09,"NF_corp"
1986,3959550,8069007.59676,5654438.71507848,11522953.10007,417120,850032.061411153,259276,49.0710902489409,0.0671566509765803,0.0407285162459996,453148.295635943,3.72529029846191e-09,"NF_corp"
1987,4154780,8233333.11042,5994387.48617981,11878797.1846046,417524,827387.77350305,222294,50.462916346015,0.0545927876090245,0.0409221216881948,471543.688968426,3.72529029846191e-09,"NF_corp"
1988,4404530,8399009.70744,6416505.2884377,12235650.6154864,443910,846493.13303115,194160,52.4410633327211,0.0449689334552057,0.0412196365120164,489639.702149366,3.72529029846191e-09,"NF_corp"
1989,4650305,8581405.96104,6836321.74686528,12615355.8078743,480992,887595.032156504,235217,54.190479055677,0.0516794202608426,0.0415090178470564,507889.839768571,3.72529029846191e-09,"NF_corp"
1990,4905710,8793863.8194,7263868.13820859,13021044.2952162,520085,932292.504961086,264680,55.7856034702015,0.0552892301479941,0.041743096717933,526604.017619236,3.72529029846191e-09,"NF_corp"
1991,5028760,8954980.51008,7520461.27245121,13392085.5482489,514912,916931.1966382,391862,56.1560127834949,0.0793518672262214,0.0419236684269688,545889.943605516,3.72529029846191e-09,"NF_corp"
1992,5205412,9116941.62786,7856138.52084372,13759517.2706626,532336,932351.990276366,355684,57.0960329952431,0.0695654741754427,0.0421831436057739,564920.267862591,3.72529029846191e-09,"NF_corp"
1993,5454732,9325177.35072,8285282.24616563,14164165.4156916,578320,988671.224446662,329000,58.4946730217291,0.0616922210573824,0.042445026807949,584023.079417713,3.72529029846191e-09,"NF_corp"
1994,5759417,9563981.3346,8796564.3963655,14607412.1209571,630521,1047031.50945197,325836,60.2198686771159,0.058023264765303,0.0426276301120812,603784.804186434,3.72529029846191e-09,"NF_corp"
1995,6106995,9881148.15336,9358809.20926506,15142599.6477446,716637,1159522.21496488,369059,61.8045079905352,0.0624362667367173,0.0427409511696926,624334.688177405,3.72529029846191e-09,"NF_corp"
1996,6431219,10244082.92094,9881588.93450288,15740066.7642776,781007,1244041.05502154,456783,62.7798412960315,0.0736346637622415,0.0426990050275049,646573.938488541,3.72529029846191e-09,"NF_corp"
1997,6811804,10654136.7207,10490870.2173667,16408452.9758848,855906,1338696.70120683,475321,63.9357667220967,0.0725721583124653,0.0425862545336139,670310.489599603,3.72529029846191e-09,"NF_corp"
1998,7180238,11084625.65628,11089647.5796937,17119849.2419021,911542,1407209.87799802,543108,64.7765492732904,0.0786955410318681,0.0424058022412849,695813.611980794,3.72529029846191e-09,"NF_corp"
1999,7599121,11553789.35304,11771886.2711747,17898108.7766724,987288,1501083.82045557,568405,65.7716768741377,0.0779646877923229,0.0422214165248639,722824.285685223,3.72529029846191e-09,"NF_corp"
2000,8137294,12074800.87374,12642295.19277,18759700.3426125,1087247,1613348.49466803,549074,67.3907096695632,0.0705190420664127,0.0420020315055714,751756.928727938,3.72529029846191e-09,"NF_corp"
2001,8540556,12448375.42278,13381928.9784894,19504968.5061739,1048496,1528246.15133759,645234,68.6077958764896,0.0778867889226192,0.0417372331901073,782977.987776153,3.72529029846191e-09,"NF_corp"
2002,8810698,12636682.66608,13967297.9558397,20032500.4864013,935180,1341275.44669726,665038,69.7231879031837,0.0766225406350274,0.0417198041725805,813743.466469926,3.72529029846191e-09,"NF_corp"
2003,9081233,12829549.81572,14536988.3054907,20537190.8898089,953330,1346820.9356395,682795,70.7837229711116,0.0763350248611117,0.0420382134922944,842130.532231828,3.72529029846191e-09,"NF_corp"
2004,9838424,13043865.4137,15851424.2920684,21015951.8517595,1017506,1349018.02581717,260315,75.4256785696875,0.0269010078089167,0.0423746883658957,870257.063866566,3.72529029846191e-09,"NF_corp"
2005,10724500,13309859.9502,17353787.8806656,21537273.1872942,1143620,1419312.97834377,257544,80.5756036511778,0.024504258182392,0.0427290493023248,897991.642809118,3.72529029846191e-09,"NF_corp"
2006,11601575,13657426.14456,18780230.0836975,22108171.1186578,1271805,1497174.5524019,394730,84.947008881473,0.0349123077804021,0.0430080731661413,926276.621038321,3.72529029846191e-09,"NF_corp"
2007,12248970,14033871.74574,19834053.5650223,22724242.4407652,1371569,1571432.00093011,724174,87.2814731523978,0.0607507997992682,0.0432130126773077,955360.678822647,3.72529029846191e-09,"NF_corp"
2008,13060201,14369615.9607,21172985.4940464,23295787.7364153,1415006,1556874.41579852,603775,90.8876133900783,0.047336149064332,0.0433602626233609,985329.120148505,3.72529029846191e-09,"NF_corp"
2009,12692474,14446458.8268,20758228.1657367,23626827.08774,1182561,1345980.20816741,1550288,87.8587213113698,0.122795469989572,0.0435675697394906,1014940.85684264,3.72529029846191e-09,"NF_corp"
2010,13078839,14588491.46502,21497725.7713745,23979145.926717,1249146,1393331.30100951,862781,89.6517575608156,0.0666162774437022,0.0440606120393,1041012.46203254,3.72529029846191e-09,"NF_corp"
2011,13738372,14825099.93844,22622368.5489913,24411835.3021026,1389556,1499472.17691142,730023,92.6696754628802,0.0539993479184681,0.0444879398451462,1066782.80152577,3.72529029846191e-09,"NF_corp"
2012,14229170,15132471.40284,23456478.5729929,24945551.372086,1529893,1627014.23005735,1039095,94.030708013296,0.074539747827321,0.0447855782469508,1093298.16007399,3.72529029846191e-09,"NF_corp"
2013,14783467,15438829.55472,24385700.2325838,25466737.2317574,1572655,1642372.01553453,1018358,95.7551020794861,0.0702795050081128,0.0449453347067613,1121186.15586311,3.72529029846191e-09,"NF_corp"
2014,15515241,15843141.2502,25558952.5179627,26099117.3098271,1744503,1781371.45535784,1012729,97.9303331011086,0.0669825446212038,0.0451173374442089,1148991.3772882,3.72529029846191e-09,"NF_corp"
2015,15792586,16202867.1948,26050072.595507,26726836.6738607,1760602,1806341.30400805,1483257,97.467848190895,0.0960536194066723,0.0451594560069898,1178621.9399744,3.72529029846191e-09,"NF_corp"
2016,16251521,16545197.94114,26840608.8418411,27325638.3909526,1775302,1807383.01327622,1316367,98.2250019480893,0.0827109612183827,0.0452197658455519,1208581.29618429,3.72529029846191e-09,"NF_corp"
2017,16888542,16888542,27955817.7366538,27955817.7366538,1868618,1868618,1231597,100,0.0744383357867002,0.0453214902642088,1238438.65429885,3.72529029846191e-09,"NF_corp"
2018,17670681,17325786.35238,29246698.7584052,28675864.5125531,2028676,1989080.49747493,1246537,101.990643544861,0.0723690186546857,0.0453942622437306,1269033.7215756,3.72529029846191e-09,"NF_corp"
2019,18471301,17718951.61014,30606198.8310896,29359586.3149217,2069383,1985095.54036537,1268763,104.246015263281,0.0702470493801837,0.0453821971932912,1301373.73799679,3.72529029846191e-09,"NF_corp"
2020,18843167,17969239.80258,31377615.1802049,29922352.8404846,1988702,1896467.99467788,1616836,104.863462266748,0.0870169297219578,0.0454264394194514,1333701.46911494,3.72529029846191e-09,"NF_corp"
2021,20906670,18286406.62134,34835860.611727,30469831.5011602,2185960,1911990.4517546,122457,114.329022825087,0.00596070213002264,0.0456017545930696,1364511.79107902,3.72529029846191e-09,"NF_corp"
2022,23313722,18676700.82696,38785081.9117615,31070859.102425,2491698,1996107.61838605,84646,124.827838792312,0.00370822959828489,0.0457856164077616,1395080.01712125,3.72529029846191e-09,"NF_corp"
2023,24166378,19145864.52372,40160450.1604054,31817202.3123503,2742568,2172805.34861657,1889912,126.222443337881,0.0801686993623857,0.0459099677285701,1426462.13869128,3.72529029846191e-09,"NF_corp"
2024,24954909,19595268.62634,41511217.4639092,32595729.2495724,2851190,2238831.404063,2062659,127.351706556631,0.0845955825674422,0.0458966961489904,1460304.4668409,3.72529029846191e-09,"NF_corp"
1925,16944,478281.79245,1687.11283585626,23811.2414777719,1148,16202.4167177939,1148,7.0853627578856,0.033876298394712,0.00974306084165483,74.8626337654987,9.31322574615479e-10,"gov_trans"
1926,16855,504361.07965,2714.9314450944,40620.1647826623,1135,16981.6026521136,1224,6.68370367186004,0.0382895606258836,0.00725200940842803,172.679347223153,9.31322574615479e-10,"gov_trans"
1927,17695,537400.71715,3966.55202012895,60232.4922359446,1310,19892.4820420034,470,6.58540245120698,0.0141505712114052,0.00689693383126595,280.154588721142,9.31322574615479e-10,"gov_trans"
1928,17545,572466.78575,5038.33685245113,82196.6515659296,1372,22383.1413522086,1522,6.12961325852781,0.0462044001896824,0.00695607979464529,418.982022223583,9.31322574615479e-10,"gov_trans"
1929,18080,625814.7871,6143.31832420606,106321.334323854,1428,24714.1459064934,893,5.77806736839249,0.0269971900356502,0.00717137665999204,589.463148569406,9.31322574615479e-10,"gov_trans"
1930,18086,673215.6537,7304.17904842333,135941.824417399,1634,30411.2124888256,1628,5.37301825963171,0.0484161512870703,0.0074370999979328,790.722395280144,9.31322574615479e-10,"gov_trans"
1931,17270,723259.6913,7930.35661333534,166059.851651993,1488,31158.3792893573,2304,4.77560140783142,0.0716638601358729,0.00765292108754719,1040.35205476355,9.31322574615479e-10,"gov_trans"
1932,14142,765198.0045,7152.46402373709,193503.436509039,1063,28758.5022904646,4191,3.69629819127423,0.156767632387913,0.0079183343856867,1314.91743341801,9.31322574615479e-10,"gov_trans"
1933,18084,789206.80775,9726.90747403765,212246.781598785,932,20336.7823717927,-3010,4.5828291956976,-0.0858339296040215,0.00823467174947188,1593.43728204671,9.31322574615479e-10,"gov_trans"
1934,21846,813964.50945,12398.5759431337,230980.517839224,1104,20567.0790632793,-2658,5.36780160470669,-0.0627433492852014,0.0086377885640038,1833.3428228406,9.31322574615479e-10,"gov_trans"
1935,21494,836607.67435,12738.9591944735,247918.280109055,977,19013.8107806818,1329,5.13837026816655,0.0317756260377863,0.00898798102226011,2076.04851085076,9.31322574615479e-10,"gov_trans"
1936,24603,879867.57305,15303.4580709986,273645.825960289,1568,28037.8887644271,-1541,5.59243248724701,-0.0329366970095832,0.00931896959020707,2310.34291319272,9.31322574615479e-10,"gov_trans"
1937,23979,916651.7028,15587.4795579511,297933.393368282,1407,26892.8843120981,2031,5.23186722432389,0.0441200399721408,0.00952076244891641,2605.31690410544,9.31322574615479e-10,"gov_trans"
1938,24336,962422.61395,16537.5499193564,327007.561261416,1617,31973.9761414602,1260,5.05723777626537,0.0271802108997677,0.0097330756231889,2899.80824832678,9.31322574615479e-10,"gov_trans"
1939,24799,1012158.2816,17494.5753446178,357015.994962098,1629,33243.393699875,1166,4.90022172437264,0.0247239012351852,0.00989261528606289,3234.95999919283,9.31322574615479e-10,"gov_trans"
1940,25227,1054272.8062,18404.9407114533,384584.542193057,1491,31155.5229326555,1063,4.78566834914915,0.0219453359319109,0.010047100836693,3586.97570169648,9.31322574615479e-10,"gov_trans"
1941,29516,1077664.86955,22063.2881945282,402778.672482725,1212,22125.7931612447,-3077,5.4777697286031,-0.0532807979148673,0.0102231432630036,3931.66287157625,9.31322574615479e-10,"gov_trans"
1942,37847,1079206.7193,28771.6349421668,410211.400571156,817,11648.3722576175,-7514,7.01385551501171,-0.0994101318624366,0.0104664036534049,4215.64416918677,9.31322574615479e-10,"gov_trans"
1943,41756,1070924.7835,32141.1334011593,412165.1538591,497,6373.33098715753,-3412,7.79812002548543,-0.0405428679109393,0.0107739026586291,4419.57769921353,9.31322574615479e-10,"gov_trans"
1944,37969,1060704.5223,29564.2617756858,412954.596696396,384,5363.72483556586,4171,7.1592039445008,0.0544022029532655,0.0110981774064133,4574.28199826991,9.31322574615479e-10,"gov_trans"
1945,36197,1051189.1067,28508.2595896318,413951.044721894,393,5706.51323221676,2165,6.88686740935383,0.0296375130688511,0.0114057701364732,4710.0652067191,9.31322574615479e-10,"gov_trans"
1946,39026,1051497.47665,31190.1660309372,420186.297312369,822,11073.7831933365,-2007,7.42293745189655,-0.0257211699940058,0.0116886541646776,4838.53060286121,9.31322574615479e-10,"gov_trans"
1947,47724,1066695.7099,38620.6172644474,431611.419303452,1470,16428.2404403759,-7228,8.94800636340311,-0.076821648930075,0.0119069052972316,5003.11844929279,9.31322574615479e-10,"gov_trans"
1948,51553,1087312.4437,42292.309895187,445996.884971325,1858,19593.6853373674,-1971,9.48264692429547,-0.0194857216959035,0.0120669181503579,5208.21966949454,9.31322574615479e-10,"gov_trans"
1949,47225,1118942.39,39472.5671857911,467628.678309207,2285,27070.2314573849,6613,8.44100651151486,0.0720526451679766,0.0121938926094784,5438.43811950224,9.31322574615479e-10,"gov_trans"
1950,53022,1159118.5892,44701.3995904992,488610.607187628,2444,26714.2491041907,-3353,9.14867563923631,-0.032754245229361,0.0122582734799248,5732.32022577003,9.31322574615479e-10,"gov_trans"
1951,59736,1192554.70235,51024.186489785,509317.108041854,2678,26731.4642166642,-4036,10.0181567993966,-0.0347564540387963,0.0123308075465587,6024.96336243782,9.31322574615479e-10,"gov_trans"
1952,62966,1226783.7668,54592.8267384565,531823.473195562,2959,28825.5023819299,-271,10.265215713482,-0.00221372108492991,0.01240707827883,6319.13722822261,9.31322574615479e-10,"gov_trans"
1953,58242,1270660.4054,51496.2992095468,561745.033053488,3351,36554.230782729,8075,9.16720152016787,0.0718021968309997,0.0124715648313704,6632.67092480301,9.31322574615479e-10,"gov_trans"
1954,60715,1331497.39125,54659.2814880336,599346.872345518,4069,44617.1694391522,1596,9.11980757889449,0.0137726564568417,0.0124884595934726,7015.33014712243,9.31322574615479e-10,"gov_trans"
1955,67278,1399514.99165,61214.6782099008,636692.974403123,4309,44817.8460939672,-2254,9.61447364285546,-0.0176071100465309,0.0124664770621408,7471.74403636121,9.31322574615479e-10,"gov_trans"
1956,77285,1467752.8563,71143.9391454047,675562.656978076,4929,46804.3852539477,-5078,10.5310645001672,-0.0344542554089017,0.012462368830807,7934.70267899529,9.31322574615479e-10,"gov_trans"
1957,79571,1540924.64015,74379.5074738859,720194.642449711,5479,53051.5269594566,3193,10.3276951937447,0.0210640837301905,0.0124630060599917,8419.54148782182,9.31322574615479e-10,"gov_trans"
1958,86078,1627224.1733,81397.3654649847,769370.57510373,6151,58139.4542738464,-356,10.5797346686946,-0.00218370426384312,0.0124459709799259,8963.5216198272,9.31322574615479e-10,"gov_trans"
1959,86534,1719735.1583,82946.87413458,824223.170778666,6482,64410.0775192445,6026,10.0636426001247,0.0367981965841513,0.0124224686433061,9557.48184430847,9.31322574615479e-10,"gov_trans"
1960,90109,1813435.57025,87075.8455461399,876196.803998297,6180,62185.9737881066,2605,9.93793233994827,0.0152422865488129,0.0123902614371149,10212.3405684755,9.31322574615479e-10,"gov_trans"
1961,96367,1918105.14185,93661.7698336629,932129.890484917,6711,66788.4421376371,453,10.0481457348115,0.00248605164632684,0.0123891751276442,10855.355651017,9.31322574615479e-10,"gov_trans"
1962,104767,2020836.38805,102631.490613308,989822.419231177,7179,69237.3764153357,-1221,10.3686771100846,-0.00613931481640098,0.0123854494817987,11544.8476690755,9.31322574615479e-10,"gov_trans"
1963,113625,2135902.43225,112025.767993537,1052920.17747886,8018,75360.4651343476,-840,10.6395309340329,-0.00390684022950722,0.0123887948468489,12262.7068866667,9.31322574615479e-10,"gov_trans"
1964,119850,2248633.6754,118968.124857901,1116043.93764985,8119,76164.6091388093,1894,10.6598065581919,0.0083185808254612,0.0123854108286216,13040.8489678208,9.31322574615479e-10,"gov_trans"
1965,131815,2367179.89475,131481.806033289,1180598.14045223,8730,78388.1974022968,-3235,11.1368806648234,-0.0129179026863891,0.012395564487405,13833.994599916,9.31322574615479e-10,"gov_trans"
1966,146799,2497091.7494,146889.016013532,1249311.47339177,9802,83367.3707846062,-5182,11.7575976161287,-0.0186186227335342,0.0124123843185556,14654.0378450652,9.31322574615479e-10,"gov_trans"
1967,161719,2631893.4704,161810.202661972,1316688.87338576,10188,82902.2275565493,-4732,12.2891752131154,-0.0154201110024024,0.0124267069447494,15524.8275625526,9.31322574615479e-10,"gov_trans"
1968,175348,2774096.0702,175466.1368625,1387982.52823938,11086,87693.127478606,-2543,12.6418116433407,-0.0076430858591413,0.0124550855987887,16399.4726249924,9.31322574615479e-10,"gov_trans"
1969,199542,2904580.6119,199424.088555477,1451432.13249358,11098,80772.5582355248,-13096,13.7398149104543,-0.0343586654638385,0.0124806714990108,17322.9539813221,9.31322574615479e-10,"gov_trans"
1970,232682,3019558.5504,232687.877490114,1509817.41185331,11802,76578.3988701765,-21338,15.411656778053,-0.0476673433584583,0.0125345988304633,18193.1195104509,9.31322574615479e-10,"gov_trans"
